Gene ID,source_id,Product Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,ProtNLM prediction,ProtNLM score,ProtNote GO predictions,GO2SUM summary,Validation category,Notes,GO component count,GO function count,GO process count,Total computed GO count
B9J08_003390,B9J08_003390-t37_1,hypothetical protein,N/A,N/A,GO:0019901,protein kinase binding,GO:0000079;GO:0005979;GO:0005981,regulation of cyclin-dependent protein serine/threonine kinase activity;regulation of glycogen biosynthetic process;regulation of glycogen catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,0,1,3,4
B9J08_003567,B9J08_003567-t37_1,hypothetical protein,N/A,N/A,GO:0005515,protein binding,GO:0031929;GO:0075297;GO:0007124,TOR signaling;negative regulation of ascospore formation;pseudohyphal growth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,0,1,3,4
B9J08_000008,B9J08_000008-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016491,oxidoreductase activity,GO:0006811;GO:0055114,ion transport;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16.1.7 (Ferric-chelate reductase (NADH));1.16.1.9 (Ferric-chelate reductase (NADPH));1.6.99.- (With other acceptors.),,,,,,,1,1,2,4
B9J08_000168,B9J08_000168-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016491,oxidoreductase activity,GO:0006811;GO:0055114,ion transport;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16.1.7 (Ferric-chelate reductase (NADH));1.6.99.- (With other acceptors.);3.2.2.21 (DNA-3-methyladenine glycosylase II),,,,,,,1,1,2,4
B9J08_000408,B9J08_000408-t37_1,hypothetical protein,GO:0005788,endoplasmic reticulum lumen,GO:0003980,UDP-glucose:glycoprotein glucosyltransferase activity,GO:0070880;GO:0006486,fungal-type cell wall beta-glucan biosynthetic process;protein glycosylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.4.1.- (Hexosyltransferases.);2.7.8.19 (UDP-glucose--glycoprotein glucose phosphotransferase),,,,,,,1,1,2,4
B9J08_000495,B9J08_000495-t37_1,hypothetical protein,GO:0005741,mitochondrial outer membrane,GO:0004843,thiol-dependent deubiquitinase,GO:0016579;GO:0006511,protein deubiquitination;ubiquitin-dependent protein catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.2.15 (Deleted entry);3.4.19.12 (Ubiquitinyl hydrolase 1),,,,,,,1,1,2,4
B9J08_000520,B9J08_000520-t37_1,hypothetical protein,GO:0005886,plasma membrane,GO:0005515,protein binding,GO:0006893;GO:0006887,Golgi to plasma membrane transport;exocytosis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4.99.- (Transferring other groups.),,,,,,,1,1,2,4
B9J08_000541,B9J08_000541-t37_1,hypothetical protein,GO:0005671,obsolete Ada2/Gcn5/Ada3 transcription activator complex,GO:0004402,histone acetyltransferase activity,GO:0016573;GO:1990414,histone acetylation;replication-born double-strand break repair via sister chromatid exchange,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_000568,B9J08_000568-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016491,oxidoreductase activity,GO:0006811;GO:0055114,ion transport;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16.1.7 (Ferric-chelate reductase (NADH));1.6.99.- (With other acceptors.),,,,,,,1,1,2,4
B9J08_000648,B9J08_000648-t37_1,hypothetical protein,GO:0005783,endoplasmic reticulum,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,GO:0006457;GO:0000413,protein folding;protein peptidyl-prolyl isomerization,N/A,N/A,N/A,N/A,N/A,N/A,5.2.1.8 (Peptidylprolyl isomerase),5.2.1.8 (Peptidylprolyl isomerase),,,,,,,1,1,2,4
B9J08_000701,B9J08_000701-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016491,oxidoreductase activity,GO:0006811;GO:0055114,ion transport;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16.1.7 (Ferric-chelate reductase (NADH));1.6.99.- (With other acceptors.),,,,,,,1,1,2,4
B9J08_000722,B9J08_000722-t37_1,hypothetical protein,GO:0005576,extracellular region,GO:0000772,mating pheromone activity,GO:0007618;GO:0000750,mating;pheromone-dependent signal transduction involved in conjugation with cellular fusion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_000804,B9J08_000804-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0008324,cation transmembrane transporter activity,GO:0006812;GO:0055085,cation transport;transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.5.1.16 (Spermidine synthase),,,,,,,1,1,2,4
B9J08_000831,B9J08_000831-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0015299,solute:proton antiporter activity,GO:0006812;GO:0055085,cation transport;transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_000889,B9J08_000889-t37_1,hypothetical protein,GO:0005635,nuclear envelope,GO:0061608,nuclear import signal receptor activity,GO:0006020;GO:0006606,inositol metabolic process;protein import into nucleus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_000924,B9J08_000924-t37_1,hypothetical protein,GO:0005743,mitochondrial inner membrane,GO:0005524,ATP binding,GO:0034599;GO:0006515,cellular response to oxidative stress;protein quality control for misfolded or incompletely synthesized proteins,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.1.3 (Deleted entry),,,,,,,1,1,2,4
B9J08_000951,B9J08_000951-t37_1,hypothetical protein,GO:0005739,mitochondrion,GO:0019904,protein domain specific binding,GO:0033615;GO:0043461,mitochondrial proton-transporting ATP synthase complex assembly;proton-transporting ATP synthase complex assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_001140,B9J08_001140-t37_1,hypothetical protein,GO:0005669,transcription factor TFIID complex,GO:0003682,chromatin binding,GO:0006352;GO:0006366,"DNA-templated transcription, initiation;transcription by RNA polymerase II",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_001165,B9J08_001165-t37_1,hypothetical protein,GO:0005743,mitochondrial inner membrane,GO:0045182,translation regulator activity,GO:0033617;GO:0070131,mitochondrial cytochrome c oxidase assembly;positive regulation of mitochondrial translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_001443,B9J08_001443-t37_1,hypothetical protein,GO:0005874,microtubule,GO:0005200,structural constituent of cytoskeleton,GO:0031505;GO:0007026,fungal-type cell wall organization;negative regulation of microtubule depolymerization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_001550,B9J08_001550-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016491,oxidoreductase activity,GO:0006811;GO:0055114,ion transport;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16.1.- (With NAD(+) or NADP(+) as acceptor.);1.16.1.9 (Ferric-chelate reductase (NADPH)),,,,,,,1,1,2,4
B9J08_001560,B9J08_001560-t37_1,hypothetical protein,GO:0005737,cytoplasm,GO:0051082,unfolded protein binding,GO:0030490;GO:0042274,maturation of SSU-rRNA;ribosomal small subunit biogenesis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_001656,B9J08_001656-t37_1,hypothetical protein,GO:0046540,U4/U6 x U5 tri-snRNP complex,GO:0005515,protein binding,GO:0034247;GO:0000393,snoRNA splicing;spliceosomal conformational changes to generate catalytic conformation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.48 (Histone acetyltransferase),,,,,,,1,1,2,4
B9J08_001820,B9J08_001820-t37_1,hypothetical protein,GO:0005750,mitochondrial respiratory chain complex III,GO:0008121,ubiquinol-cytochrome-c reductase activity,GO:0009060;GO:0006122,"aerobic respiration;mitochondrial electron transport, ubiquinol to cytochrome c",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.10.2.2 (Transferred entry: 7.1.1.8),,,,,,,1,1,2,4
B9J08_001956,B9J08_001956-t37_1,hypothetical protein,GO:0005782,peroxisomal matrix,GO:0008670,"2,4-dienoyl-CoA reductase (NADPH) activity",GO:0030437;GO:0009062,ascospore formation;fatty acid catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1.1.1.- (With NAD(+) or NADP(+) as acceptor.);1.1.1.159 (7-alpha-hydroxysteroid dehydrogenase);1.3.1.34 (2,4-dienoyl-CoA reductase ((2E)-enoyl-CoA-producing))",,,,,,,1,1,2,4
B9J08_002101,B9J08_002101-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0050291,sphingosine N-acyltransferase activity,GO:0046513;GO:0007035,ceramide biosynthetic process;vacuolar acidification,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1.1.- (With NAD(+) or NADP(+) as acceptor.);1.1.1.215 (Gluconate 2-dehydrogenase);2.3.1.24 (Sphingosine N-acyltransferase),,,,,,,1,1,2,4
B9J08_002263,B9J08_002263-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",GO:0006078;GO:0005975,(1->6)-beta-D-glucan biosynthetic process;carbohydrate metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_002409,B9J08_002409-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,GO:0006457;GO:0000413,protein folding;protein peptidyl-prolyl isomerization,N/A,N/A,N/A,N/A,N/A,N/A,5.2.1.8 (Peptidylprolyl isomerase),5.2.1.8 (Peptidylprolyl isomerase),,,,,,,1,1,2,4
B9J08_002532,B9J08_002532-t37_1,hypothetical protein,GO:0005634,nucleus,GO:0005515,protein binding,GO:0006417;GO:0006415,regulation of translation;translational termination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_002553,B9J08_002553-t37_1,hypothetical protein,GO:0072380,TRC complex,GO:0005515,protein binding,GO:0006620;GO:0045048,posttranslational protein targeting to endoplasmic reticulum membrane;protein insertion into ER membrane,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_002711,B9J08_002711-t37_1,hypothetical protein,GO:0034657,GID complex,GO:0005515,protein binding,GO:0045721;GO:0043161,negative regulation of gluconeogenesis;proteasome-mediated ubiquitin-dependent protein catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_002916,B9J08_002916-t37_1,hypothetical protein,GO:0005739,mitochondrion,GO:0003723,RNA binding,GO:0006397;GO:0032543,mRNA processing;mitochondrial translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_002918,B9J08_002918-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0008168,methyltransferase activity,GO:0008610;GO:0032259,lipid biosynthetic process;methylation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.1.1.79 (Cyclopropane-fatty-acyl-phospholipid synthase),,,,,,,1,1,2,4
B9J08_002947,B9J08_002947-t37_1,hypothetical protein,GO:0005763,mitochondrial small ribosomal subunit,GO:0003735,structural constituent of ribosome,GO:0032543;GO:0070124,mitochondrial translation;mitochondrial translational initiation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_003039,B9J08_003039-t37_1,hypothetical protein,GO:0005786,"signal recognition particle, endoplasmic reticulum targeting",GO:0008312,7S RNA binding,GO:0006614;GO:0045900,SRP-dependent cotranslational protein targeting to membrane;negative regulation of translational elongation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_003151,B9J08_003151-t37_1,hypothetical protein,GO:0030479,actin cortical patch,GO:0005515,protein binding,GO:0030036;GO:0034316,actin cytoskeleton organization;negative regulation of Arp2/3 complex-mediated actin nucleation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_003212,B9J08_003212-t37_1,hypothetical protein,GO:0005634,nucleus,GO:0005096,GTPase activator activity,GO:0043547;GO:0051056,positive regulation of GTPase activity;regulation of small GTPase mediated signal transduction,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.4.1.141 (N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase),,,,,,,1,1,2,4
B9J08_003231,B9J08_003231-t37_1,hypothetical protein,GO:0005739,mitochondrion,GO:0016746,acyltransferase activity,GO:0045733;GO:0009437,acetate catabolic process;carnitine metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.21 (Carnitine O-palmitoyltransferase);2.3.1.7 (Carnitine O-acetyltransferase),,,,,,,1,1,2,4
B9J08_003295,B9J08_003295-t37_1,hypothetical protein,GO:0019005,SCF ubiquitin ligase complex,GO:0005515,protein binding,GO:0031146;GO:0071406,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process;cellular response to methylmercury,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_003314,B9J08_003314-t37_1,hypothetical protein,GO:0005576,extracellular region,GO:0032934,sterol binding,GO:0015908;GO:0015918,fatty acid transport;sterol transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_003385,B9J08_003385-t37_1,hypothetical protein,GO:0005739,mitochondrion,GO:0042030,ATPase inhibitor activity,GO:0032780;GO:0045980,negative regulation of ATP-dependent activity;negative regulation of nucleotide metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_003796,B9J08_003796-t37_1,hypothetical protein,GO:0005622,intracellular anatomical structure,GO:0005096,GTPase activator activity,GO:0032889;GO:0016192,"regulation of vacuole fusion, non-autophagic;vesicle-mediated transport",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_003801,B9J08_003801-t37_1,hypothetical protein,GO:1990143,CoA-synthesizing protein complex,GO:0003824,catalytic activity,GO:0009058;GO:0015937,biosynthetic process;coenzyme A biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.1.24 (Dephospho-CoA kinase);2.7.7.- (Nucleotidyltransferases.);2.7.7.3 (Pantetheine-phosphate adenylyltransferase),,,,,,,1,1,2,4
B9J08_004004,B9J08_004004-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016787,hydrolase activity,GO:0006506;GO:0006888,GPI anchor biosynthetic process;endoplasmic reticulum to Golgi vesicle-mediated transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_004052,B9J08_004052-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016722,"oxidoreductase activity, acting on metal ions",GO:0006875;GO:0006811,cellular metal ion homeostasis;ion transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_004165,B9J08_004165-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016746,acyltransferase activity,GO:0030476;GO:0008152,ascospore wall assembly;metabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_004278,B9J08_004278-t37_1,hypothetical protein,GO:0005737,cytoplasm,GO:0017022,myosin binding,GO:0008298;GO:0007533,intracellular mRNA localization;mating type switching,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_004302,B9J08_004302-t37_1,hypothetical protein,GO:1990879,CST complex,GO:0043047,single-stranded telomeric DNA binding,GO:0016233;GO:0010833,telomere capping;telomere maintenance via telomere lengthening,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_004468,B9J08_004468-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016491,oxidoreductase activity,GO:0006811;GO:0055114,ion transport;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16.1.7 (Ferric-chelate reductase (NADH)),,,,,,,1,1,2,4
B9J08_004616,B9J08_004616-t37_1,hypothetical protein,GO:0005635,nuclear envelope,GO:0005515,protein binding,GO:0030435;GO:0006511,sporulation resulting in formation of a cellular spore;ubiquitin-dependent protein catabolic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_004802,B9J08_004802-t37_1,hypothetical protein,GO:0005739,mitochondrion,GO:0003824,catalytic activity,GO:0006464;GO:0009249,cellular protein modification process;protein lipoylation,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.181 (Lipoyl(octanoyl) transferase);6.3.1.20 (Lipoate--protein ligase),2.3.1.181 (Lipoyl(octanoyl) transferase);2.7.7.63 (Transferred entry: 6.3.1.20);6.3.1.20 (Lipoate--protein ligase),,,,,,,1,1,2,4
B9J08_004886,B9J08_004886-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016491,oxidoreductase activity,GO:0006811;GO:0055114,ion transport;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16.1.7 (Ferric-chelate reductase (NADH));1.6.99.- (With other acceptors.);3.2.2.21 (DNA-3-methyladenine glycosylase II),,,,,,,1,1,2,4
B9J08_005058,B9J08_005058-t37_1,hypothetical protein,GO:0070912,Ddb1-Ckn1 complex,GO:0005515,protein binding,GO:0006281;GO:0006283,DNA repair;transcription-coupled nucleotide-excision repair,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_005064,B9J08_005064-t37_1,hypothetical protein,GO:0016021,integral component of membrane,GO:0016491,oxidoreductase activity,GO:0006811;GO:0055114,ion transport;obsolete oxidation-reduction process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.16.1.7 (Ferric-chelate reductase (NADH));1.6.99.- (With other acceptors.);3.2.2.21 (DNA-3-methyladenine glycosylase II),,,,,,,1,1,2,4
B9J08_005214,B9J08_005214-t37_1,hypothetical protein,GO:0005730,nucleolus,GO:0005515,protein binding,GO:0110136;GO:0000027,protein-RNA complex remodeling;ribosomal large subunit assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3.-.- (Acyltransferases.);2.3.1.48 (Histone acetyltransferase);2.7.11.7 ([Myosin heavy-chain] kinase),,,,,,,1,1,2,4
B9J08_005236,B9J08_005236-t37_1,hypothetical protein,GO:0005672,transcription factor TFIIA complex,GO:0017025,TBP-class protein binding,GO:0051123;GO:0006367,RNA polymerase II preinitiation complex assembly;transcription initiation from RNA polymerase II promoter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,1,1,2,4
B9J08_005281,B9J08_005281-t37_1,hypothetical protein,GO:0005684,U2-type spliceosomal complex,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,GO:0006457;GO:0000413,protein folding;protein peptidyl-prolyl isomerization,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.2.1.8 (Peptidylprolyl isomerase),,,,,,,1,1,2,4
B9J08_000106,B9J08_000106-t37_1,hypothetical protein,GO:0032592;GO:0005743,integral component of mitochondrial membrane;mitochondrial inner membrane,GO:0051082,unfolded protein binding,GO:0033615,mitochondrial proton-transporting ATP synthase complex assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000136,B9J08_000136-t37_1,hypothetical protein,GO:0022625;GO:0005840,cytosolic large ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000245,B9J08_000245-t37_1,hypothetical protein,GO:0005730;GO:0005634,nucleolus;nucleus,GO:0003723,RNA binding,GO:0006364,rRNA processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000289,B9J08_000289-t37_1,hypothetical protein,GO:0035859;GO:0097042,Seh1-associated complex;extrinsic component of fungal-type vacuolar membrane,GO:0005515,protein binding,GO:1904263,positive regulation of TORC1 signaling,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000321,B9J08_000321-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000342,B9J08_000342-t37_1,hypothetical protein,GO:0016021;GO:0005743,integral component of membrane;mitochondrial inner membrane,GO:0005347,ATP transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000425,B9J08_000425-t37_1,hypothetical protein,GO:0005759;GO:0005739,mitochondrial matrix;mitochondrion,GO:0005515,protein binding,GO:0007131,reciprocal meiotic recombination,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000553,B9J08_000553-t37_1,hypothetical protein,GO:0005763;GO:0005840,mitochondrial small ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000582,B9J08_000582-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.7.7 (DNA-directed DNA polymerase),,,,,,,2,1,1,4
B9J08_000607,B9J08_000607-t37_1,hypothetical protein,GO:0000329;GO:0016021,fungal-type vacuole membrane;integral component of membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.8.2.11 (Galactosylceramide sulfotransferase);4.2.1.96 (4a-hydroxytetrahydrobiopterin dehydratase),,,,,,,2,1,1,4
B9J08_000638,B9J08_000638-t37_1,hypothetical protein,GO:0005763;GO:0005739,mitochondrial small ribosomal subunit;mitochondrion,GO:0003735,structural constituent of ribosome,GO:0032543,mitochondrial translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000728,B9J08_000728-t37_1,hypothetical protein,GO:0005762;GO:0005840,mitochondrial large ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000796,B9J08_000796-t37_1,hypothetical protein,GO:0000329;GO:0016021,fungal-type vacuole membrane;integral component of membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000853,B9J08_000853-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000908,B9J08_000908-t37_1,hypothetical protein,GO:0005737;GO:0005829,cytoplasm;cytosol,GO:0003723,RNA binding,GO:0042254,ribosome biogenesis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_000978,B9J08_000978-t37_1,hypothetical protein,GO:0005789;GO:0016021,endoplasmic reticulum membrane;integral component of membrane,GO:0004581,dolichyl-phosphate beta-glucosyltransferase activity,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,2.4.1.117 (Dolichyl-phosphate beta-glucosyltransferase),2.4.1.117 (Dolichyl-phosphate beta-glucosyltransferase),,,,,,,2,1,1,4
B9J08_001015,B9J08_001015-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.234 (N(6)-L-threonylcarbamoyladenine synthase),,,,,,,2,1,1,4
B9J08_001016,B9J08_001016-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.234 (N(6)-L-threonylcarbamoyladenine synthase),,,,,,,2,1,1,4
B9J08_001017,B9J08_001017-t37_1,hypothetical protein,GO:0016021;GO:0016020,integral component of membrane;membrane,GO:0022857,transmembrane transporter activity,GO:0055085,transmembrane transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3.1.234 (N(6)-L-threonylcarbamoyladenine synthase),,,,,,,2,1,1,4
B9J08_001128,B9J08_001128-t37_1,hypothetical protein,GO:0005762;GO:0005840,mitochondrial large ribosomal subunit;ribosome,GO:0003735,structural constituent of ribosome,GO:0006412,translation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001175,B9J08_001175-t37_1,hypothetical protein,GO:0019898;GO:0016021,extrinsic component of membrane;integral component of membrane,GO:0035650,AP-1 adaptor complex binding,GO:0035652,clathrin-coated vesicle cargo loading,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.1.- (Carboxylic ester hydrolases.),,,,,,,2,1,1,4
B9J08_001203,B9J08_001203-t37_1,hypothetical protein,GO:0005789;GO:0016021,endoplasmic reticulum membrane;integral component of membrane,GO:0051082,unfolded protein binding,GO:0016126,sterol biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001335,B9J08_001335-t37_1,hypothetical protein,GO:0016021;GO:0005743,integral component of membrane;mitochondrial inner membrane,GO:0097177,mitochondrial ribosome binding,GO:0032979,protein insertion into mitochondrial inner membrane from matrix,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001394,B9J08_001394-t37_1,hypothetical protein,GO:0030134;GO:0016021,COPII-coated ER to Golgi transport vesicle;integral component of membrane,GO:0097020,COPII receptor activity,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
B9J08_001405,B9J08_001405-t37_1,hypothetical protein,GO:0016021;GO:0005811,integral component of membrane;lipid droplet,GO:0004622,lysophospholipase activity,GO:0055088,lipid homeostasis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1.-.- (Acting on ester bonds.);3.1.1.4 (Phospholipase A(2));6.1.1.17 (Glutamate--tRNA ligase),,,,,,,2,1,1,4
B9J08_001411,B9J08_001411-t37_1,hypothetical protein,GO:0005789;GO:0016021,endoplasmic reticulum membrane;integral component of membrane,GO:0051377,mannose-ethanolamine phosphotransferase activity,GO:0006506,GPI anchor biosynthetic process,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,2,1,1,4
