Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Transcript Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
B9J08_002232	B9J08_002232-t37_1	Candida auris strain B8441	PEKT02000005:626,556..628,595(+)	iron-sulfur clusters transporter ATM1, mitochondrial	iron-sulfur clusters transporter ATM1, mitochondrial	GO:0016021;GO:0005743;GO:0005739	integral component of membrane;mitochondrial inner membrane;mitochondrion	GO:0005524;GO:0016887;GO:0042626;GO:0017111;GO:0000166	ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity;nucleoside-triphosphatase activity;nucleotide binding	GO:0048250;GO:0016226;GO:0055085	iron import into the mitochondrion;iron-sulfur cluster assembly;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.1.15 (Nucleoside-triphosphate phosphatase);3.6.1.3 (Deleted entry);3.6.3.39 (Transferred entry: 7.5.2.5);3.6.3.44 (Transferred entry: 7.6.2.2)
B9J08_002233	B9J08_002233-t37_1	Candida auris strain B8441	PEKT02000005:629,510..632,332(-)	hypothetical protein	hypothetical protein	GO:0005854	nascent polypeptide-associated complex	GO:0004177;GO:0008237;GO:1990593;GO:0008270	aminopeptidase activity;metallopeptidase activity;nascent polypeptide-associated complex binding;zinc ion binding	GO:0006508;GO:2000765;GO:0042254	proteolysis;regulation of cytoplasmic translation;ribosome biogenesis	N/A	N/A	N/A	N/A	N/A	N/A	3.4.11.- (Aminopeptidases.)	3.4.11.- (Aminopeptidases.)
B9J08_002234	B9J08_002234-t37_1	Candida auris strain B8441	PEKT02000005:633,863..634,609(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002235	B9J08_002235-t37_1	Candida auris strain B8441	PEKT02000005:636,325..637,689(+)	hypothetical protein	hypothetical protein	GO:0005794;GO:0032153;GO:0005935;GO:0005934;GO:0000775;GO:0005737;GO:0044732;GO:0033551;GO:0000228;GO:0005634;GO:0005777;GO:0000407;GO:0005886;GO:0030688;GO:0005816	Golgi apparatus;cell division site;cellular bud neck;cellular bud tip;chromosome, centromeric region;cytoplasm;mitotic spindle pole body;monopolin complex;nuclear chromosome;nucleus;peroxisome;phagophore assembly site;plasma membrane;preribosome, small subunit precursor;spindle pole body	GO:0005524;GO:0004672;GO:0004674;GO:0004713	ATP binding;protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity	GO:0006281;GO:0030242;GO:0045143;GO:0030999;GO:0007094;GO:0051455;GO:0038083;GO:0018108;GO:2000370;GO:0010845;GO:0006468;GO:0006282;GO:0060628;GO:2000785;GO:0032880;GO:2001159;GO:0106214;GO:0042273;GO:0042274;GO:0002098	DNA repair;autophagy of peroxisome;homologous chromosome segregation;linear element assembly;mitotic spindle assembly checkpoint signaling;monopolar spindle attachment to meiosis I kinetochore;peptidyl-tyrosine autophosphorylation;peptidyl-tyrosine phosphorylation;positive regulation of clathrin-dep	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.26 ([Tau protein] kinase)
B9J08_002236	B9J08_002236-t37_1	Candida auris strain B8441	PEKT02000005:637,847..639,124(-)	tRNA pseudouridine(38-40) synthase	tRNA pseudouridine(38-40) synthase	GO:0005634	nucleus	GO:0003723;GO:0009982	RNA binding;pseudouridine synthase activity	GO:0009451;GO:1990481;GO:0001522;GO:0031120;GO:0031119	RNA modification;mRNA pseudouridine synthesis;pseudouridine synthesis;snRNA pseudouridine synthesis;tRNA pseudouridine synthesis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.70 (Pseudouridylate synthase);5.4.99.- (Transferring other groups.);5.4.99.12 (tRNA pseudouridine(38-40) synthase);5.4.99.44 (Mitochondrial tRNA pseudouridine(27/28) synthase)
B9J08_002237	B9J08_002237-t37_1	Candida auris strain B8441	PEKT02000006:234..1,718(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002238	B9J08_002238-t37_1	Candida auris strain B8441	PEKT02000006:1,773..3,734(-)	hypothetical protein	hypothetical protein	GO:0042025;GO:0005634	host cell nucleus;nucleus	GO:0000981;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002239	B9J08_002239-t37_1	Candida auris strain B8441	PEKT02000006:4,340..5,824(-)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002240	B9J08_002240-t37_1	Candida auris strain B8441	PEKT02000006:6,618..9,110(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0008422;GO:0004553;GO:0102483	beta-glucosidase activity;hydrolase activity, hydrolyzing O-glycosyl compounds;scopolin beta-glucosidase activity	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	3.2.1.21 (Beta-glucosidase)	3.2.1.21 (Beta-glucosidase)
B9J08_002241	B9J08_002241-t37_1	Candida auris strain B8441	PEKT02000006:11,883..13,949(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002242	B9J08_002242-t37_1	Candida auris strain B8441	PEKT02000006:14,726..16,384(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020	integral component of membrane;membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002243	B9J08_002243-t37_1	Candida auris strain B8441	PEKT02000006:16,577..18,199(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002244	B9J08_002244-t37_1	Candida auris strain B8441	PEKT02000006:20,794..21,267(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002245	B9J08_002245-t37_1	Candida auris strain B8441	PEKT02000006:21,478..22,539(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0016747;GO:0016491;GO:0008270	acyltransferase activity, transferring groups other than amino-acyl groups;oxidoreductase activity;zinc ion binding	GO:0055114	obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.- (With NAD(+) or NADP(+) as acceptor.);1.3.1.48 (15-oxoprostaglandin 13-reductase);1.3.1.74 (2-alkenal reductase (NAD(P)(+)));1.6.5.5 (NADPH:quinone reductase)
B9J08_002246	B9J08_002246-t37_1	Candida auris strain B8441	PEKT02000006:25,030..26,880(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002247	B9J08_002247-t37_1	Candida auris strain B8441	PEKT02000006:27,103..27,795(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002248	B9J08_002248-t37_1	Candida auris strain B8441	PEKT02000006:29,181..30,561(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002249	B9J08_002249-t37_1	Candida auris strain B8441	PEKT02000006:31,371..33,131(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002250	B9J08_002250-t37_1	Candida auris strain B8441	PEKT02000006:36,115..37,686(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0022857	transmembrane transporter activity	GO:0051594;GO:0010255;GO:0055085	detection of glucose;glucose mediated signaling pathway;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.3.1.74 (2-alkenal reductase (NAD(P)(+)))
B9J08_002251	B9J08_002251-t37_1	Candida auris strain B8441	PEKT02000006:38,083..39,726(-)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020	integral component of membrane;membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.3.1.74 (2-alkenal reductase (NAD(P)(+)))
B9J08_002252	B9J08_002252-t37_1	Candida auris strain B8441	PEKT02000006:43,234..46,320(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005773	integral component of membrane;vacuole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002253	B9J08_002253-t37_1	Candida auris strain B8441	PEKT02000006:46,448..47,077(+)	hypothetical protein	hypothetical protein	GO:0005737;GO:0016604;GO:1990251;GO:0005730;GO:0005654;GO:0005634;GO:0005844	cytoplasm;nuclear body;nuclear exosome focus;nucleolus;nucleoplasm;nucleus;polysome	GO:0003723;GO:0003676;GO:0000166;GO:0008143	RNA binding;nucleic acid binding;nucleotide binding;poly(A) binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002254	B9J08_002254-t37_1	Candida auris strain B8441	PEKT02000006:47,169..47,801(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0010181;GO:0016491	FMN binding;oxidoreductase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002255	B9J08_002255-t37_1	Candida auris strain B8441	PEKT02000006:49,006..49,410(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002256	B9J08_002256-t37_1	Candida auris strain B8441	PEKT02000006:50,661..51,500(-)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002257	B9J08_002257-t37_1	Candida auris strain B8441	PEKT02000006:52,432..53,469(+)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0003824	catalytic activity	GO:0044237	cellular metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.195 (Cinnamyl-alcohol dehydrogenase);1.1.1.219 (Dihydroflavanol 4-reductase);1.1.1.283 (Methylglyoxal reductase (NADPH));1.3.1.77 (Anthocyanidin reductase ((2R,3R)-flavan-3-ol-forming))
B9J08_002258	B9J08_002258-t37_1	Candida auris strain B8441	PEKT02000006:54,784..55,695(+)	hypothetical protein	hypothetical protein	GO:0005794;GO:0000324;GO:0000329;GO:0016021	Golgi apparatus;fungal-type vacuole;fungal-type vacuole membrane;integral component of membrane	GO:0015093;GO:0005384	ferrous iron transmembrane transporter activity;manganese ion transmembrane transporter activity	GO:0006874;GO:0006879;GO:0030026;GO:0006826;GO:0006828	cellular calcium ion homeostasis;cellular iron ion homeostasis;cellular manganese ion homeostasis;iron ion transport;manganese ion transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002259	B9J08_002259-t37_1	Candida auris strain B8441	PEKT02000006:57,055..59,229(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020;GO:0005886	integral component of membrane;membrane;plasma membrane	GO:0022857	transmembrane transporter activity	GO:0051594;GO:0015755;GO:0010255;GO:1904659;GO:0015761;GO:0045835;GO:0055085	detection of glucose;fructose transmembrane transport;glucose mediated signaling pathway;glucose transmembrane transport;mannose transmembrane transport;negative regulation of meiotic nuclear division;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.5.4.25 (GTP cyclohydrolase II)
B9J08_002260	B9J08_002260-t37_1	Candida auris strain B8441	PEKT02000006:62,900..63,586(+)	hypothetical protein	hypothetical protein	GO:0005829;GO:0005634	cytosol;nucleus	GO:1904855;GO:0005515	proteasome regulatory particle binding;protein binding	GO:0070682	proteasome regulatory particle assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002261	B9J08_002261-t37_1	Candida auris strain B8441	PEKT02000006:65,390..65,899(+)	hypothetical protein	hypothetical protein	GO:0033101;GO:0032126;GO:0035838;GO:0016021;GO:0070250;GO:0016020;GO:0045121;GO:0005886	cellular bud membrane;eisosome;growing cell tip;integral component of membrane;mating projection membrane;membrane;membrane raft;plasma membrane	N/A	N/A	GO:0070941;GO:0001933;GO:0090155;GO:0007009;GO:0072659;GO:0009306;GO:0060237;GO:0061091	eisosome assembly;negative regulation of protein phosphorylation;negative regulation of sphingolipid biosynthetic process;plasma membrane organization;protein localization to plasma membrane;protein secretion;regulation of fungal-type cell wall organization;regulation of phospholipid translocation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002262	B9J08_002262-t37_1	Candida auris strain B8441	PEKT02000006:69,441..71,471(+)	hypothetical protein	hypothetical protein	GO:0030176;GO:0016021;GO:0005886;GO:0030427;GO:0030133	integral component of endoplasmic reticulum membrane;integral component of membrane;plasma membrane;site of polarized growth;transport vesicle	GO:0015926;GO:0004553	glucosidase activity;hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0006078;GO:0005975;GO:0031505	(1->6)-beta-D-glucan biosynthetic process;carbohydrate metabolic process;fungal-type cell wall organization	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002263	B9J08_002263-t37_1	Candida auris strain B8441	PEKT02000006:72,240..74,258(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0006078;GO:0005975	(1->6)-beta-D-glucan biosynthetic process;carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002264	B9J08_002264-t37_1	Candida auris strain B8441	PEKT02000006:74,370..75,641(-)	beta-ketoacyl-acyl-carrier-protein synthase II	beta-ketoacyl-acyl-carrier-protein synthase II	N/A	N/A	GO:0016747;GO:0003824	acyltransferase activity, transferring groups other than amino-acyl groups;catalytic activity	GO:0006633;GO:0008152	fatty acid biosynthetic process;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.- (Transferring groups other than amino-acyl groups.);2.3.1.179 (Beta-ketoacyl-[acyl-carrier-protein] synthase II);2.3.1.41 (Beta-ketoacyl-[acyl-carrier-protein] synthase I);2.3.1.85 (Fatty-acid synthase system);4.1.1.87 (Malonyl-S-ACP decarboxylase)
B9J08_002265	B9J08_002265-t37_1	Candida auris strain B8441	PEKT02000006:76,029..77,315(-)	hypothetical protein	hypothetical protein	GO:0071010	prespliceosome	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002266	B9J08_002266-t37_1	Candida auris strain B8441	PEKT02000006:78,853..79,398(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0003676;GO:0008270	nucleic acid binding;zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002267	B9J08_002267-t37_1	Candida auris strain B8441	PEKT02000006:81,452..83,209(-)	hypothetical protein	hypothetical protein	GO:0016021;GO:0005739	integral component of membrane;mitochondrion	N/A	N/A	GO:0009060;GO:0016071	aerobic respiration;mRNA metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002268	B9J08_002268-t37_1	Candida auris strain B8441	PEKT02000006:83,780..84,529(-)	hypothetical protein	hypothetical protein	GO:0005737;GO:0005839;GO:0019773;GO:0034515	cytoplasm;proteasome core complex;proteasome core complex, alpha-subunit complex;proteasome storage granule	GO:0004175;GO:0004298	endopeptidase activity;threonine-type endopeptidase activity	GO:0030010;GO:0010499;GO:0080129;GO:0043161;GO:0051603;GO:0006511	establishment of cell polarity;proteasomal ubiquitin-independent protein catabolic process;proteasome core complex assembly;proteasome-mediated ubiquitin-dependent protein catabolic process;proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	3.4.25.1 (Proteasome endopeptidase complex)	3.4.25.1 (Proteasome endopeptidase complex)
B9J08_002269	B9J08_002269-t37_1	Candida auris strain B8441	PEKT02000006:85,011..85,487(+)	hypothetical protein	hypothetical protein	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002270	B9J08_002270-t37_1	Candida auris strain B8441	PEKT02000006:85,999..87,402(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002271	B9J08_002271-t37_1	Candida auris strain B8441	PEKT02000006:87,501..88,544(-)	hypothetical protein	hypothetical protein	N/A	N/A	GO:0019784;GO:0008234	NEDD8-specific protease activity;cysteine-type peptidase activity	GO:0000338;GO:0006508	protein deneddylation;proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.22.- (Cysteine endopeptidases.)
B9J08_002272	B9J08_002272-t37_1	Candida auris strain B8441	PEKT02000006:88,656..90,194(+)	hypothetical protein	hypothetical protein	GO:0031314;GO:0005739;GO:0005634	extrinsic component of mitochondrial inner membrane;mitochondrion;nucleus	GO:0004177;GO:0030145;GO:0070006	aminopeptidase activity;manganese ion binding;metalloaminopeptidase activity	GO:0009987;GO:0016485;GO:0050821	cellular process;protein processing;protein stabilization	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.11.26 (Intermediate cleaving peptidase 55);3.4.11.9 (Xaa-Pro aminopeptidase)
B9J08_002273	B9J08_002273-t37_1	Candida auris strain B8441	PEKT02000006:90,303..91,142(-)	prohibitin-1	prohibitin-1	GO:0016020;GO:0005743	membrane;mitochondrial inner membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002274	B9J08_002274-t37_1	Candida auris strain B8441	PEKT02000006:91,491..93,227(-)	hypothetical protein	hypothetical protein	GO:0000329;GO:0016021	fungal-type vacuole membrane;integral component of membrane	GO:0015182;GO:0015188;GO:0015189;GO:0015174;GO:0022857	L-asparagine transmembrane transporter activity;L-isoleucine transmembrane transporter activity;L-lysine transmembrane transporter activity;basic amino acid transmembrane transporter activity;transmembrane transporter activity	GO:0090517;GO:1990591;GO:0015802;GO:1903714;GO:0055085	L-lysine transmembrane import into vacuole;asparagine transmembrane import into vacuole;basic amino acid transport;isoleucine transmembrane transport;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002275	B9J08_002275-t37_1	Candida auris strain B8441	PEKT02000006:94,602..95,432(+)	hypothetical protein	hypothetical protein	GO:1904423;GO:0005783;GO:0016021;GO:0005811	dehydrodolichyl diphosphate synthase complex;endoplasmic reticulum;integral component of membrane;lipid droplet	GO:0045547;GO:0016765	dehydrodolichyl diphosphate synthase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups	GO:0019408;GO:0006486	dolichol biosynthetic process;protein glycosylation	N/A	N/A	N/A	N/A	N/A	N/A	2.5.1.87 (Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyldiphosphate specific))	2.5.1.87 (Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyldiphosphate specific))
B9J08_002276	B9J08_002276-t37_1	Candida auris strain B8441	PEKT02000006:96,824..97,369(+)	ADP-ribosylation factor 1	ADP-ribosylation factor 1	GO:0005794	Golgi apparatus	GO:0005525;GO:0003924	GTP binding;GTPase activity	GO:0006886;GO:0016236;GO:0015031;GO:0007264	intracellular protein transport;macroautophagy;protein transport;small GTPase mediated signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002277	B9J08_002277-t37_1	Candida auris strain B8441	PEKT02000006:97,858..98,543(+)	hypothetical protein	hypothetical protein	GO:0022625;GO:0030687;GO:0005840	cytosolic large ribosomal subunit;preribosome, large subunit precursor;ribosome	GO:0003735	structural constituent of ribosome	GO:0000463;GO:0006412	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);translation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002278	B9J08_002278-t37_1	Candida auris strain B8441	PEKT02000006:98,654..101,810(-)	hypothetical protein	hypothetical protein	GO:0005634;GO:0000151	nucleus;ubiquitin ligase complex	GO:0004842;GO:0034450	ubiquitin-protein transferase activity;ubiquitin-ubiquitin ligase activity	GO:0031398;GO:0070936;GO:0016567;GO:0030433;GO:0006511	positive regulation of protein ubiquitination;protein K48-linked ubiquitination;protein ubiquitination;ubiquitin-dependent ERAD pathway;ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.2.27 (RING-type E3 ubiquitin transferase);5.2.1.8 (Peptidylprolyl isomerase)
B9J08_002279	B9J08_002279-t37_1	Candida auris strain B8441	PEKT02000006:103,397..104,719(+)	hypothetical protein	hypothetical protein	GO:0042025;GO:0005634	host cell nucleus;nucleus	GO:0003700;GO:0000981;GO:0008270	DNA-binding transcription factor activity;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding	GO:0006357;GO:0006355	regulation of transcription by RNA polymerase II;regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002280	B9J08_002280-t37_1	Candida auris strain B8441	PEKT02000006:107,935..109,710(+)	hypothetical protein	hypothetical protein	GO:0016021;GO:0016020;GO:0005886	integral component of membrane;membrane;plasma membrane	GO:0005291	high-affinity L-histidine transmembrane transporter activity	GO:0006865;GO:0015817;GO:0006828;GO:0055085	amino acid transport;histidine transport;manganese ion transport;transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002281	B9J08_002281-t37_1	Candida auris strain B8441	PEKT02000006:109,743..113,159(-)	hypothetical protein	hypothetical protein	GO:0005829;GO:0005634;GO:0005669	cytosol;nucleus;transcription factor TFIID complex	GO:0017025;GO:0003682;GO:0004402;GO:0060090	TBP-class protein binding;chromatin binding;histone acetyltransferase activity;molecular adaptor activity	GO:0051123;GO:0006366	RNA polymerase II preinitiation complex assembly;transcription by RNA polymerase II	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.48 (Histone acetyltransferase)
B9J08_002282	B9J08_002282-t37_1	Candida auris strain B8441	PEKT02000006:113,409..114,341(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002283	B9J08_002283-t37_1	Candida auris strain B8441	PEKT02000006:114,834..116,327(+)	hypothetical protein	hypothetical protein	GO:0005622	intracellular anatomical structure	GO:0004527;GO:0003676	exonuclease activity;nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.-.- (Acting on ester bonds.);3.1.13.1 (Exoribonuclease II)
B9J08_002284	B9J08_002284-t37_1	Candida auris strain B8441	PEKT02000006:116,827..118,455(+)	hypothetical protein	hypothetical protein	GO:0005634	nucleus	GO:0000175;GO:0003676	3'-5'-exoribonuclease activity;nucleic acid binding	GO:0034476;GO:0000467;GO:0002107;GO:0034415	U5 snRNA 3'-end processing;exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);generation of mature 3'-end of 5S rRNA generated by RNA polymerase III;tRNA 3'-trailer cleavage, exonucleolytic	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.-.- (Acting on ester bonds.);3.1.13.1 (Exoribonuclease II)
B9J08_002285	B9J08_002285-t37_1	Candida auris strain B8441	PEKT02000006:118,729..119,091(-)	hypothetical protein	hypothetical protein	GO:0016586;GO:0016514	RSC-type complex;SWI/SNF complex	GO:0015616	DNA translocase activity	GO:0007059;GO:0006337;GO:0006368	chromosome segregation;nucleosome disassembly;transcription elongation from RNA polymerase II promoter	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002286	B9J08_002286-t37_1	Candida auris strain B8441	PEKT02000006:119,650..120,750(-)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002287	B9J08_002287-t37_1	Candida auris strain B8441	PEKT02000006:121,095..124,235(-)	hypothetical protein	hypothetical protein	GO:0005737	cytoplasm	GO:0005525;GO:0003924	GTP binding;GTPase activity	GO:0042256	mature ribosome assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.4.12 (Sphingomyelin phosphodiesterase);3.6.-.- (Acting on acid anhydrides.);3.6.1.15 (Nucleoside-triphosphate phosphatase);3.6.5.- (Acting on GTP; involved in cellular and subcellular movement.)
B9J08_002288	B9J08_002288-t37_1	Candida auris strain B8441	PEKT02000006:124,397..124,648(+)	hypothetical protein	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B9J08_002289	B9J08_002289-t37_1	Candida auris strain B8441	PEKT02000006:125,621..127,261(+)	ATP-dependent RNA helicase DHH1	ATP-dependent RNA helicase DHH1	GO:0000932;GO:0005737;GO:0098562;GO:0010494	P-body;cytoplasm;cytoplasmic side of membrane;cytoplasmic stress granule	GO:0005524;GO:0003682;GO:0004386;GO:0003729;GO:0003676	ATP binding;chromatin binding;helicase activity;mRNA binding;nucleic acid binding	GO:0033962;GO:0000290;GO:0017148;GO:0045900;GO:0010603;GO:0034063	P-body assembly;deadenylation-dependent decapping of nuclear-transcribed mRNA;negative regulation of translation;negative regulation of translational elongation;regulation of cytoplasmic mRNA processing body assembly;stress granule assembly	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.1.3 (Deleted entry);3.6.4.13 (RNA helicase)
B9J08_002290	B9J08_002290-t37_1	Candida auris strain B8441	PEKT02000006:128,808..130,412(+)	amidophosphoribosyltransferase	amidophosphoribosyltransferase	N/A	N/A	GO:0004044;GO:0046872	amidophosphoribosyltransferase activity;metal ion binding	GO:0006189;GO:0046083;GO:0009116;GO:0009113	'de novo' IMP biosynthetic process;adenine metabolic process;nucleoside metabolic process;purine nucleobase biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	2.4.2.14 (Amidophosphoribosyltransferase)	2.4.2.14 (Amidophosphoribosyltransferase)
B9J08_002291	B9J08_002291-t37_1	Candida auris strain B8441	PEKT02000006:130,627..131,091(-)	nascent polypeptide-associated complex subunit beta	nascent polypeptide-associated complex subunit beta	GO:0005737;GO:0005854;GO:0005634;GO:0042788	cytoplasm;nascent polypeptide-associated complex;nucleus;polysomal ribosome	GO:0051082	unfolded protein binding	GO:0016236;GO:0006620	macroautophagy;posttranslational protein targeting to endoplasmic reticulum membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
