VPDB Gene ID,CGD ID,CGD Annotation
B9J08_000402,CAL0000226323,Uncharacterized ORF; Protein of unknown function
B9J08_000403,CAL0000217241,"Uncharacterized ORF; Ortholog of <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113248, <i>Debaryomyces hansenii CBS767</i> : DEHA2A05984g, <i>Pichia stipitis Pignal</i> : PICST_67528 and <i>Candida tropicalis NEW ASSEMBLY</i> : CTRG1_02750"
B9J08_000404,CAL0000216245,"Uncharacterized ORF; Ortholog(s) have role in mRNA export from nucleus, mitotic spindle assembly checkpoint signaling, nuclear pore localization and poly(A)+ mRNA export from nucleus, <a href=""#GOsection"">more</a>"
B9J08_000405,CAL0000221037,"Uncharacterized ORF; Has domain(s) with predicted voltage-gated chloride channel activity, role in chloride transport, transmembrane transport and membrane localization"
B9J08_000406,CAL0000219697,Uncharacterized ORF; Ortholog(s) have role in spliceosomal tri-snRNP complex assembly and U5 snRNP localization
B9J08_000407,CAL0000223257,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C6_03200W_A/EMF1, <i>C. dubliniensis CD36</i> : Cd36_63860, <i>C. parapsilosis CDC317</i> : CPAR2_601140 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_92714"
B9J08_000408,CAL0000227337,Uncharacterized ORF; Ortholog(s) have UDP-glucose:glycoprotein glucosyltransferase activity and role in fungal-type cell wall beta-glucan biosynthetic process
B9J08_000409,CAL0000226355,Uncharacterized ORF; Ortholog(s) have methylenetetrahydrofolate reductase (NAD(P)H) activity and role in methionine biosynthetic process
B9J08_000410,CAL0000226559,"Uncharacterized ORF; Ortholog(s) have role in vacuolar acidification and fungal-type vacuole membrane, mitochondrion localization"
B9J08_000411,CAL0000221809,"Uncharacterized ORF; Has domain(s) with predicted racemase activity, acting on amino acids and derivatives activity and role in nitrogen compound metabolic process"
B9J08_000412,CAL0000217033,"Uncharacterized ORF; Ortholog(s) have protein kinase activator activity, signaling adaptor activity"
B9J08_000413,CAL0000219637,"Uncharacterized ORF; Ortholog(s) have pyruvate transmembrane transporter activity, role in mitochondrial pyruvate transmembrane transport and mitochondrial inner membrane localization"
B9J08_000414,CAL0000219807,"Uncharacterized ORF; Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of DNA-templated transcription"
B9J08_000415,CAL0000227657,"Uncharacterized ORF; Ortholog(s) have dolichol kinase activity, role in dolichyl monophosphate biosynthetic process and endoplasmic reticulum membrane localization"
B9J08_000417,CAL0000217325,Uncharacterized ORF; Ortholog(s) have guanyl-nucleotide exchange factor activity
B9J08_000418,CAL0000218611,"Uncharacterized ORF; Ortholog(s) have ferric-chelate reductase activity and role in cellular response to iron ion starvation, reductive iron assimilation"
B9J08_000419,CAL0000219931,Uncharacterized ORF; Ortholog(s) have mitochondrion localization
B9J08_000420,CAL0000224383,"Uncharacterized ORF; Ortholog(s) have NuA4 histone acetyltransferase complex binding activity, role in aerobic respiration and nucleus localization"
B9J08_000421,CAL0000225397,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C5_01090C_A, <i>C. dubliniensis CD36</i> : Cd36_51230, <i>C. parapsilosis CDC317</i> : CPAR2_303830 and <i>Candida tenuis NRRL Y-1498</i> : cten_CGOB_00146"
B9J08_000422,CAL0000227001,Uncharacterized ORF; Ortholog(s) have cyclin-dependent protein serine/threonine kinase regulator activity
B9J08_000423,CAL0000216537,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : OTU2, <i>C. albicans SC5314</i> : C5_01110W_A, <i>C. dubliniensis CD36</i> : Cd36_51210, <i>C. parapsilosis CDC317</i> : CPAR2_303850 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_114159"
B9J08_000424,CAL0000217697,"Uncharacterized ORF; Ortholog(s) have holocytochrome-c synthase activity, role in cytochrome c-heme linkage and mitochondrial intermembrane space localization"
B9J08_000425,CAL0000221511,"Uncharacterized ORF; Ortholog(s) have role in mitochondrial translational initiation, reciprocal meiotic recombination and mitochondrial matrix, mitochondrion localization"
B9J08_000427,CAL0000224573,"Uncharacterized ORF; Ortholog(s) have palmitoyltransferase activity, role in protein palmitoylation, protein targeting to membrane and endoplasmic reticulum palmitoyltransferase complex localization"
B9J08_000428,CAL0000226185,"Uncharacterized ORF; Ortholog(s) have pseudouridine synthase activity, role in mRNA pseudouridine synthesis, tRNA modification and mitochondrion, nucleus localization"
B9J08_000429,CAL0000227873,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C5_01190W_A, <i>C. dubliniensis CD36</i> : Cd36_51160, <i>C. parapsilosis CDC317</i> : CPAR2_303900 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_114154"
B9J08_000430,CAL0000217339,"Uncharacterized ORF; Ortholog(s) have ADP-ribosyl-[dinitrogen reductase] hydrolase activity, phosphatase activity"
B9J08_000431,CAL0000216253,"Uncharacterized ORF; Ortholog(s) have GTPase activity, actin filament binding activity"
B9J08_000432,CAL0000226673,Uncharacterized ORF; Ortholog(s) have ribosomal protein S6 kinase activity and role in TORC1 signaling
B9J08_000433,CAL0000224223,"Uncharacterized ORF; Ortholog(s) have adenosylmethionine decarboxylase activity and role in pantothenate biosynthetic process, spermidine biosynthetic process, spermine biosynthetic process"
B9J08_000434,CAL0000222381,"Uncharacterized ORF; Ortholog(s) have ATP:ADP antiporter activity, ATPase-coupled transmembrane transporter activity"
B9J08_000435,CAL0000221647,"Uncharacterized ORF; Ortholog(s) have glycosylceramide flippase activity, phosphatidylcholine flippase activity, phosphatidylethanolamine flippase activity"
B9J08_000436,CAL0000219701,"Uncharacterized ORF; Ortholog(s) have fluoride transmembrane transporter activity, role in cellular detoxification of fluoride, fluoride export across plasma membrane, fluoride transmembrane transport and plasma membrane localization"
B9J08_000437,CAL0000217323,"Uncharacterized ORF; Ortholog(s) have ubiquitin conjugating enzyme activity, ubiquitin protein ligase activity, ubiquitin-protein transferase activity"
B9J08_000438,CAL0000216423,Uncharacterized ORF; Protein of unknown function
B9J08_000439,CAL0000226213,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C5_00550C_A, <i>C. dubliniensis CD36</i> : Cd36_50550, <i>C. parapsilosis CDC317</i> : CPAR2_303970 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_117099"
B9J08_000440,CAL0000226923,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C5_00540C_A/AGA1, <i>C. dubliniensis CD36</i> : Cd36_50540, <i>C. parapsilosis CDC317</i> : CPAR2_303980 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_115902"
B9J08_000441,CAL0000222271,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C5_00510W_A, <i>C. dubliniensis CD36</i> : Cd36_50520, <i>C. parapsilosis CDC317</i> : CPAR2_304000 and <i>Candida tenuis NRRL Y-1498</i> : cten_CGOB_00233"
B9J08_000442,CAL0000224545,"Uncharacterized ORF; Ortholog(s) have ATPase, RNA helicase activity, ribosomal small subunit binding activity"
B9J08_000443,CAL0000219635,Uncharacterized ORF; Ortholog(s) have GTPase activator activity
B9J08_000444,CAL0000221681,"Uncharacterized ORF; Ortholog(s) have phosphatidylcholine transporter activity, phosphatidylinositol transfer activity"
B9J08_000445,CAL0000216991,"Uncharacterized ORF; Ortholog(s) have role in protein maturation by [2Fe-2S] cluster transfer, protein maturation by [4Fe-4S] cluster transfer and mitochondrial matrix localization"
B9J08_000446,CAL0000218723,"Uncharacterized ORF; Ortholog(s) have carnitine O-acetyltransferase activity, role in alcohol metabolic process, carnitine metabolic process and cytosol localization"
B9J08_000447,CAL0000223503,Verified ORF; Putative zinc finger transcription factor; distinct from putative paralog <i>CRZ1</i> in not appearing to mediate signaling from calcineurin; downregulated in brown cells and overexpression causes increased switching
B9J08_000448,CAL0000224925,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C5_03490C_A, <i>C. dubliniensis CD36</i> : Cd36_53240, <i>C. parapsilosis CDC317</i> : CPAR2_101740 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113538"
B9J08_000449,CAL0000221091,"Uncharacterized ORF; Has domain(s) with predicted role in amino acid transport, transmembrane transport and membrane localization"
B9J08_000450,CAL0000226623,Uncharacterized ORF; Has domain(s) with predicted transmembrane transporter activity and role in transmembrane transport
B9J08_000451,CAL0000222581,"Uncharacterized ORF; Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription repressor activity, RNA polymerase II-specific activity"
B9J08_000452,CAL0000224439,"Uncharacterized ORF; Ortholog(s) have microtubule binding, microtubule plus-end binding activity, role in attachment of spindle microtubules to kinetochore, positive regulation of microtubule polymerization and DASH complex localization"
B9J08_000454,CAL0000221685,"Uncharacterized ORF; Ortholog(s) have clathrin binding, ubiquitin binding activity, role in clathrin coat disassembly, endoplasmic reticulum inheritance and endoplasmic reticulum membrane localization"
B9J08_000456,CAL0000218991,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C5_03630C_A, <i>C. dubliniensis CD36</i> : Cd36_53380, <i>Debaryomyces hansenii CBS767</i> : DEHA2E23892g and <i>Candida tropicalis NEW ASSEMBLY</i> : CTRG1_05528"
B9J08_000457,CAL0000223647,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YMR295C, <i>C. albicans SC5314</i> : C4_06470W_A, <i>C. glabrata CBS138</i> : CAGL0M13629g, <i>C. dubliniensis CD36</i> : Cd36_45960 and <i>C. parapsilosis CDC317</i> : CPAR2_501070"
B9J08_000458,CAL0000225345,Uncharacterized ORF; Ortholog(s) have MAP kinase activity
B9J08_000459,CAL0000220911,"Uncharacterized ORF; Ortholog(s) have role in endoplasmic reticulum to Golgi vesicle-mediated transport, protein retention in ER lumen, vesicle organization and COPII-coated ER to Golgi transport vesicle, endoplasmic reticulum localization"
B9J08_000460,CAL0000218543,"Uncharacterized ORF; Ortholog(s) have L-aspartate:2-oxoglutarate aminotransferase activity, ribosomal large subunit binding activity and role in aspartate biosynthetic process, negative regulation of translation in response to oxidative stress"
B9J08_000461,CAL0000222399,"Uncharacterized ORF; Has domain(s) with predicted structural constituent of ribosome activity, role in translation and ribosome localization"
B9J08_000462,CAL0000227109,Uncharacterized ORF; Putative protein serine/threonine phosphatase; expression is decreased in a <i>gcn5</i> null mutant
B9J08_000463,CAL0000218099,"Uncharacterized ORF; Ortholog(s) have ATPase activator activity, role in vacuolar transport and cytoplasm, endosome localization"
B9J08_000464,CAL0000219439,"Uncharacterized ORF; Ortholog(s) have signal recognition particle binding activity, role in protein targeting to ER and endoplasmic reticulum membrane, signal recognition particle receptor complex localization"
B9J08_000465,CAL0000227707,"Uncharacterized ORF; Ortholog(s) have chorismate synthase activity, riboflavin reductase (NADPH) activity, role in aromatic amino acid family biosynthetic process and cytoplasm localization"
B9J08_000466,CAL0000216541,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : CR_07460C_A, <i>C. dubliniensis CD36</i> : Cd36_33080, <i>C. parapsilosis CDC317</i> : CPAR2_204390 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_105095"
B9J08_000467,CAL0000226497,"Uncharacterized ORF; Ortholog(s) have DNA-binding transcription factor activity and role in cellular response to sulfur dioxide, regulation of cellular response to stress"
B9J08_000468,CAL0000227779,Verified ORF; Predicted DNA-binding transcription factor; involved in regulation of cell morphology
B9J08_000469,CAL0000220863,"Uncharacterized ORF; Ortholog(s) have role in 2-oxoglutarate metabolic process and mitochondrial nucleoid, mitochondrial oxoglutarate dehydrogenase complex localization"
B9J08_000471,CAL0000219563,Uncharacterized ORF; Has domain(s) with predicted membrane localization
B9J08_000472,CAL0000223961,Uncharacterized ORF; Protein of unknown function
B9J08_000473,CAL0000225741,"Uncharacterized ORF; Ortholog(s) have FAD transmembrane transporter activity, calcium channel activity"
B9J08_000474,CAL0000217859,Uncharacterized ORF; Ortholog(s) have plasma membrane localization
B9J08_000475,CAL0000227563,Uncharacterized ORF; Ortholog(s) have ribosomal large subunit binding activity
B9J08_000476,CAL0000227315,"Uncharacterized ORF; Putative heat shock protein, upregulated quicklly during blood infection; orthologs have ADP binding, ATP binding, ATPase, misfolded protein binding, protein-folding chaperone binding, and unfolded protein binding activity"
B9J08_000478,CAL0000223289,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_08060W_A/OFR1, <i>C. dubliniensis CD36</i> : Cd36_07570, <i>C. parapsilosis CDC317</i> : CPAR2_804130 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_114111"
B9J08_000479,CAL0000221913,Uncharacterized ORF; Putative ABC transporter family transmembrane transporter; transcriptionally upregulated in response to fluconazole and azoffluxin but does not appear to act in efflux
B9J08_000480,CAL0000224833,"Uncharacterized ORF; Ortholog(s) have ATPase, polyubiquitin modification-dependent protein binding, protein phosphatase regulator activity, ubiquitin binding activity"
B9J08_000481,CAL0000216851,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C1_13520C_A/MCU1, <i>C. dubliniensis CD36</i> : Cd36_12520, <i>C. parapsilosis CDC317</i> : CPAR2_201720 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_108003"
B9J08_000482,CAL0000221977,"Uncharacterized ORF; Ortholog(s) have role in intracellular calcium ion homeostasis, regulation of G0 to G1 transition"
B9J08_000483,CAL0000219079,"Uncharacterized ORF; Ortholog(s) have unfolded protein binding activity and role in SRP-dependent cotranslational protein targeting to membrane, translocation, protein folding"
B9J08_000484,CAL0000217373,"Uncharacterized ORF; Ortholog(s) have lipoic acid binding activity, role in glycine catabolic process, one-carbon metabolic process, protein lipoylation and glycine cleavage complex, mitochondrion localization"
B9J08_000485,CAL0000222513,"Uncharacterized ORF; Ortholog(s) have SNAP receptor activity and role in Golgi to plasma membrane transport, ascospore-type prospore membrane formation, endocytosis, exocytosis, vesicle fusion"
B9J08_000486,CAL0000226739,Uncharacterized ORF; Putative actin; a structural constituent of the cytoskeleton; variants may act as virulence factors in clinical isolates
B9J08_000487,CAL0000221135,"Uncharacterized ORF; Ortholog(s) have fumarate reductase (NADH) activity, role in FAD metabolic process, protein folding in endoplasmic reticulum and endoplasmic reticulum, mitochondrion localization"
B9J08_000488,CAL0000220213,"Uncharacterized ORF; Ortholog(s) have DNA translocase activity and role in DNA geometric change, DNA recombination, chromatin remodeling, heteroduplex formation, meiotic gene conversion, reciprocal meiotic recombination, telomere maintenance via recombination"
B9J08_000489,CAL0000218517,"Uncharacterized ORF; Ortholog(s) have GTPase regulator activity and cytoplasm, nucleus localization"
B9J08_000490,CAL0000228031,"Uncharacterized ORF; Ortholog(s) have DNA-binding transcription factor activity, RNA polymerase II-specific activity, role in positive regulation of transcription by RNA polymerase II and nucleus localization"
B9J08_000491,CAL0000223355,"Uncharacterized ORF; Ortholog(s) have L-lactate dehydrogenase (cytochrome) activity, role in lactate metabolic process and mitochondrial intermembrane space, mitochondrion localization"
B9J08_000492,CAL0000224685,"Uncharacterized ORF; Ortholog(s) have actin filament binding, calmodulin binding, microfilament motor activity, small GTPase binding activity"
B9J08_000493,CAL0000221195,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YBL029C-A, <i>C. albicans SC5314</i> : C1_02060W_A, <i>C. glabrata CBS138</i> : CAGL0F04191g, <i>C. dubliniensis CD36</i> : Cd36_01920 and <i>C. parapsilosis CDC317</i> : CPAR2_108200"
B9J08_000494,CAL0000221421,"Uncharacterized ORF; Ortholog(s) have glycerol-3-phosphate transmembrane transporter activity, inorganic phosphate transmembrane transporter activity"
B9J08_000495,CAL0000217115,Uncharacterized ORF; Ortholog(s) have mitochondrial outer membrane localization
B9J08_000496,CAL0000217745,Uncharacterized ORF; Ortholog(s) have 5-formyltetrahydrofolate cyclo-ligase activity and role in folic acid-containing compound biosynthetic process
B9J08_000497,CAL0000228087,"Uncharacterized ORF; Ortholog(s) have RNA polymerase III core binding activity, role in negative regulation of transcription by RNA polymerase III and cytoplasm, nucleolus, nucleus localization"
B9J08_000498,CAL0000222221,Uncharacterized ORF; Ortholog(s) have inorganic diphosphate phosphatase activity
B9J08_000499,CAL0000223999,"Uncharacterized ORF; Ortholog(s) have DNA end binding, chromatin binding activity"
B9J08_000500,CAL0000225743,"Uncharacterized ORF; Ortholog(s) have protein-membrane adaptor activity, role in chitin localization, protein localization to plasma membrane, vesicle-mediated transport and endoplasmic reticulum membrane, plasma membrane localization"
B9J08_000501,CAL0000224497,Uncharacterized ORF; Has domain(s) with predicted calcium-activated cation channel activity and membrane localization
B9J08_000502,CAL0000226723,Uncharacterized ORF; Protein of unknown function
B9J08_000503,CAL0000225779,"Uncharacterized ORF; Ortholog(s) have glycerol-3-phosphate transmembrane transporter activity, glycerophosphodiester transmembrane transporter activity"
B9J08_000504,CAL0000224375,"Uncharacterized ORF; Ortholog(s) have phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity, role in phosphatidylinositol dephosphorylation and cytoplasm, membrane localization"
B9J08_000505,CAL0000221683,Uncharacterized ORF; Protein of unknown function
B9J08_000506,CAL0000220093,"Uncharacterized ORF; Ortholog(s) have proton-transporting ATPase activity, rotational mechanism activity, role in vacuolar acidification and fungal-type vacuole membrane, membrane raft, vacuolar proton-transporting V-type ATPase complex localization"
B9J08_000507,CAL0000219589,"Uncharacterized ORF; Has domain(s) with predicted flavin adenine dinucleotide binding, oxidoreductase activity, oxidoreductase activity, acting on the CH-CH group of donors activity and role in electron transport chain, tricarboxylic acid cycle"
B9J08_000508,CAL0000218253,Uncharacterized ORF; Ortholog(s) have role in negative regulation of TORC1 signaling and cytoplasm localization
B9J08_000509,CAL0000216179,Uncharacterized ORF; Has domain(s) with predicted hydrolase activity
B9J08_000510,CAL0000225869,"Uncharacterized ORF; Ortholog(s) have guanyl-nucleotide exchange factor activity, phosphatidylinositol-4,5-bisphosphate binding activity"
B9J08_000511,CAL0000218101,Uncharacterized ORF; Ortholog(s) have fatty acid elongase activity
B9J08_000512,CAL0000225563,"Uncharacterized ORF; Ortholog of <i>S. cerevisiae</i> : YBR096W, <i>C. albicans SC5314</i> : C2_03170W_A, <i>C. glabrata CBS138</i> : CAGL0H08459g, <i>C. dubliniensis CD36</i> : Cd36_17940 and <i>C. parapsilosis CDC317</i> : CPAR2_211730"
B9J08_000513,CAL0000218197,Uncharacterized ORF; Ortholog(s) have ubiquitin-protein transferase activity
B9J08_000514,CAL0000218421,"Uncharacterized ORF; Putative DNA repair protein; mutations are associated with fluconazole resistance; orthologs have DNA strand exchange activity, DNA/DNA annealing activity, and single-stranded DNA binding activity"
B9J08_000515,CAL0000217085,Uncharacterized ORF; Ortholog(s) have NEDD8 activating enzyme activity and role in protein neddylation
B9J08_000516,CAL0000220135,"Uncharacterized ORF; Ortholog(s) have phospholipase A2 activity, role in cardiolipin acyl-chain remodeling, cardiolipin metabolic process and mitochondrial inner membrane, mitochondrion localization"
B9J08_000517,CAL0000224877,"Uncharacterized ORF; Ortholog(s) have ferroxidase activity, role in reductive iron assimilation and high-affinity iron permease complex localization"
B9J08_000518,CAL0000222423,"Uncharacterized ORF; Ortholog(s) have role in Golgi to vacuole transport, protein targeting to vacuole and AP-3 adaptor complex localization"
B9J08_000519,CAL0000228121,"Uncharacterized ORF; Has domain(s) with predicted enzyme regulator activity, role in dolichol metabolic process and endoplasmic reticulum membrane localization"
B9J08_000520,CAL0000221569,"Uncharacterized ORF; Ortholog(s) have role in Golgi to plasma membrane transport, exocytosis and plasma membrane localization"
B9J08_000521,CAL0000223433,"Uncharacterized ORF; Ortholog of <i>C. albicans SC5314</i> : C6_00400C_A, <i>C. dubliniensis CD36</i> : Cd36_60350, <i>C. parapsilosis CDC317</i> : CPAR2_603550 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_114325"
B9J08_000522,CAL0000219673,"Uncharacterized ORF; Ortholog(s) have serine-tRNA ligase activity, role in mitochondrial seryl-tRNA aminoacylation and mitochondrion localization"
B9J08_000523,CAL0000219891,"Uncharacterized ORF; Ortholog(s) have metalloendopeptidase activity, role in intracellular iron ion homeostasis, protein processing involved in protein targeting to mitochondrion, protein stabilization and mitochondrial matrix localization"
B9J08_000524,CAL0000216235,Uncharacterized ORF; Ortholog(s) have role in cell wall integrity MAPK cascade
B9J08_000525,CAL0000217927,Uncharacterized ORF; Ortholog(s) have mitochondrial intermembrane space localization
B9J08_000526,CAL0000223575,"Uncharacterized ORF; Ortholog of <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_91525, <i>Debaryomyces hansenii CBS767</i> : DEHA2G04862g, <i>Pichia stipitis Pignal</i> : PICST_31875 and <i>Candida guilliermondii ATCC 6260</i> : PGUG_02950"
B9J08_000527,CAL0000224981,"Uncharacterized ORF; Ortholog(s) have role in ESCRT III complex assembly, late endosome to vacuole transport, late endosome to vacuole transport via multivesicular body sorting pathway, protein targeting to vacuole and cytoplasm, late endosome localization"
B9J08_000528,CAL0000220383,"Uncharacterized ORF; Ortholog(s) have manganese ion binding, superoxide dismutase activity, role in reactive oxygen species metabolic process, removal of superoxide radicals and mitochondrial matrix, mitochondrion localization"
B9J08_000529,CAL0000222109,"Uncharacterized ORF; Ortholog(s) have phosphatidylinositol-3-phosphate binding, protein carrier activity"
B9J08_000530,CAL0000225227,Uncharacterized ORF; Ortholog(s) have role in mitochondrial fusion and mitochondrial outer membrane localization
B9J08_000531,CAL0000226011,"Uncharacterized ORF; Ortholog(s) have histone H3K4 methyltransferase activity, role in subtelomeric heterochromatin formation and Set1C/COMPASS complex localization"
B9J08_000532,CAL0000225589,"Uncharacterized ORF; Ortholog(s) have SNAP receptor activity, role in endocytosis, vesicle fusion and SNARE complex, endosome, trans-Golgi network localization"
B9J08_000533,CAL0000227619,"Uncharacterized ORF; Ortholog(s) have transcription coregulator activity and role in chromatin organization, invasive growth in response to glucose limitation, pseudohyphal growth, transcription by RNA polymerase II"
B9J08_000534,CAL0000216155,"Uncharacterized ORF; Ortholog(s) have chromatin binding activity and role in DNA clamp unloading, DNA-templated DNA replication, double-strand break repair via homologous recombination, mitotic sister chromatid cohesion, retrotransposon silencing"
B9J08_000535,CAL0000218127,"Uncharacterized ORF; Ortholog(s) have ATPase activator activity, role in mRNA splicing, via spliceosome and spliceosomal complex localization"
B9J08_000536,CAL0000223127,Uncharacterized ORF; Has domain(s) with predicted role in mitochondrion inheritance and mitochondrial inner membrane localization
B9J08_000537,CAL0000224853,"Uncharacterized ORF; Ortholog(s) have rRNA primary transcript binding, unfolded protein binding activity"
B9J08_000538,CAL0000226299,"Uncharacterized ORF; Ortholog(s) have peptide alpha-N-acetyltransferase activity, peptide-glutamate-alpha-N-acetyltransferase activity, peptide-serine-alpha-N-acetyltransferase activity"
B9J08_000539,CAL0000227977,"Uncharacterized ORF; Ortholog(s) have guanyl-nucleotide exchange factor activity, role in endoplasmic reticulum to Golgi vesicle-mediated transport and TRAPPI protein complex, TRAPPII protein complex, TRAPPIII protein complex localization"
B9J08_000540,CAL0000227431,Uncharacterized ORF; Protein of unknown function
B9J08_000541,CAL0000223445,"Uncharacterized ORF; Ortholog(s) have histone acetyltransferase activity, role in replication-born double-strand break repair via sister chromatid exchange and ADA complex localization"
B9J08_000542,CAL0000228077,Uncharacterized ORF; Ortholog(s) have protein tyrosine phosphatase activity
B9J08_000543,CAL0000223377,"Uncharacterized ORF; Ortholog(s) have antioxidant activity, disulfide oxidoreductase activity, protein-disulfide reductase activity"
B9J08_000544,CAL0000217879,"Uncharacterized ORF; Ortholog(s) have [cytochrome c]-lysine N-methyltransferase activity, role in peptidyl-lysine methylation and cytosol localization"
B9J08_000545,CAL0000225269,"Uncharacterized ORF; Ortholog(s) have translation initiation factor activity and role in cytoplasmic translation, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
B9J08_000546,CAL0000221237,"Uncharacterized ORF; Ortholog(s) have role in mRNA metabolic process, mitochondrial translational initiation"
B9J08_000547,CAL0000216449,"Uncharacterized ORF; Ortholog(s) have GTPase activator activity, role in establishment or maintenance of cell polarity, positive regulation of GTPase activity and cytoplasmic vesicle membrane, plasma membrane localization"
B9J08_000548,CAL0000223329,"Uncharacterized ORF; Ortholog(s) have magnesium ion transmembrane transporter activity, role in mitochondrial magnesium ion transmembrane transport and mitochondrial inner membrane localization"
B9J08_000549,CAL0000224571,"Uncharacterized ORF; Ortholog(s) have protein serine/threonine kinase activity, role in regulation of protein localization to mitotic spindle pole body, septation initiation signaling and new mitotic spindle pole body localization"
B9J08_000550,CAL0000216551,"Uncharacterized ORF; Ortholog(s) have histone H3K4 methyltransferase activity, role in regulation of meiotic DNA double-strand break formation, subtelomeric heterochromatin formation, telomere maintenance and Set1C/COMPASS complex localization"
B9J08_000551,CAL0000226993,"Uncharacterized ORF; Ortholog(s) have role in late endosome to vacuole transport via multivesicular body sorting pathway and Vps55/Vps68 complex, fungal-type vacuole membrane localization"
B9J08_000552,CAL0000217243,"Uncharacterized ORF; Ortholog(s) have cyclin binding, enzyme inhibitor activity, protein serine/threonine kinase activity, protein serine/threonine/tyrosine kinase activity"
B9J08_000553,CAL0000227703,Uncharacterized ORF; Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization
B9J08_000554,CAL0000219981,"Uncharacterized ORF; Ortholog(s) have RNA binding activity, role in ribosomal large subunit assembly and cytosolic large ribosomal subunit, preribosome, large subunit precursor localization"
B9J08_000555,CAL0000218271,"Uncharacterized ORF; Ortholog(s) have Rho GDP-dissociation inhibitor activity and role in maintenance of cell polarity, regulation of Rho protein signal transduction"
B9J08_000556,CAL0000222615,"Uncharacterized ORF; Ortholog(s) have role in mitotic spindle elongation, vesicle-mediated transport and Golgi membrane localization"
B9J08_000557,CAL0000220753,"Uncharacterized ORF; Ortholog of <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_114422, <i>Debaryomyces hansenii CBS767</i> : DEHA2E04752g, <i>Pichia stipitis Pignal</i> : PICST_88266 and <i>Candida guilliermondii ATCC 6260</i> : PGUG_02639"
B9J08_000558,CAL0000225179,Uncharacterized ORF; Has domain(s) with predicted transmembrane transporter activity and role in transmembrane transport
B9J08_000559,CAL0000223399,"Uncharacterized ORF; Ortholog(s) have S-formylglutathione hydrolase activity, role in formaldehyde catabolic process and cytosol localization"
B9J08_000560,CAL0000227709,Uncharacterized ORF; Has domain(s) with predicted role in regulation of cell cycle
B9J08_000561,CAL0000223449,"Uncharacterized ORF; Ortholog(s) have Arp2/3 complex binding, actin binding, actin monomer binding activity"
B9J08_000562,CAL0000225759,Uncharacterized ORF; Protein of unknown function
B9J08_000563,CAL0000227769,Uncharacterized ORF; Ortholog of <i>Candida guilliermondii ATCC 6260</i> : PGUG_03279 and <i>Candida lusitaniae ATCC 42720</i> : CLUG_01520
B9J08_000565,CAL0000218233,Uncharacterized ORF; Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization
B9J08_000566,CAL0000223579,"Uncharacterized ORF; Ortholog(s) have 3-dehydrosphinganine reductase activity, role in 3-keto-sphinganine metabolic process, sphingolipid biosynthetic process and lipid droplet localization"
B9J08_000567,CAL0000219137,"Uncharacterized ORF; Has domain(s) with predicted role in cristae formation and MICOS complex, mitochondrial crista junction localization"
B9J08_000568,CAL0000226065,Uncharacterized ORF; Has domain(s) with predicted oxidoreductase activity
B9J08_000569,CAL0000227713,"Uncharacterized ORF; Ortholog(s) have structural constituent of ribosome activity, role in mitochondrial translation and mitochondrial large ribosomal subunit localization"
