Protein,Output_Type,Description,Word_Count,Exact_Duplicate_Count,Review_Reasons,Review_Flag,ProtNLM_Top1,ProtNLM_Top1_Score,ProtNLM_Top1_Generic,ProtNote_Top_GO_Description,ProtNote_Top_Probability,ProtNote_Specific_Count,ProtNote_HighConf_Specific_Count,Ortholog count,Protein Length
B9J08_004623,pathway,Purine metabolism; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,Hypothetical_protein,0.1375787697787762,True,biological_process,0.6975,13,4,9,377
B9J08_004698,pathway,Purine metabolism; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,Hypothetical_protein,0.0077822644944187,True,cell part,0.7029,10,1,6,270
B9J08_004711,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,(thale cress) hypothetical protein,0.1324433849834796,False,organelle part,0.7105,13,5,7,163
B9J08_004732,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,Thioredoxin-like_fold domain-containing protein,0.3780460222177817,False,cellular_component,0.7849,12,6,16,211
B9J08_004765,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,Transcription initiation factor SL1/TIF-IB subunit D,0.043472953082225,False,cellular_component,0.963,14,11,10,433
B9J08_004779,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,C2H2-type domain-containing protein,0.031572880663729,False,cellular_component,0.9814,10,10,5,660
B9J08_004780,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,"ATPase expression protein 2, mitochondrial",0.5639391175361558,False,cellular_component,0.9196,15,15,23,399
B9J08_004863,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Secreted protein,0.1004743314049411,False,cellular_component,0.9956,13,11,3,94
B9J08_004894,pathway,Protein modification; protein OBSOLETE biosynthesis.,5,4,obsolete_placeholder,True,Secreted protein,0.10056266815076,False,biological_process,0.796,14,3,18,123
B9J08_004922,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,MIF4G domain-containing protein,0.4078246894733213,False,biological_process,0.8198,12,5,23,155
B9J08_004942,pathway,Cofactor biosynthesis; OBSOLETE biosynthesis.,4,47,obsolete_placeholder,True,PCI domain-containing protein,0.1099018796405151,False,cellular_component,0.9129,13,13,19,326
B9J08_004945,pathway,Gas metabolism; OBSOLETE biosynthesis.,4,1,obsolete_placeholder,True,BBP1_C domain-containing protein,0.2872737461923486,False,cellular_component,0.7552,11,5,8,195
B9J08_005006,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Inhibitor_I29 domain-containing protein,0.0312727024132974,False,cellular_component,0.9587,11,8,8,281
B9J08_005014,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Protein roadkill,0.0172102172618045,False,cellular_component,0.9329,13,11,22,438
B9J08_005147,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Hypothetical protein,0.0861975964069831,True,biological_process,0.7713,10,3,15,147
B9J08_005182,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,B2 protein,0.0546697473210978,False,cellular_component,0.8994,11,1,16,512
B9J08_005296,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,"39S ribosomal protein L50, mitochondrial",0.1241279104733905,False,cell part,0.9306,14,14,23,183
B9J08_005389,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Myb-like domain-containing protein,0.3040485244915396,False,cellular_component,0.796,12,7,22,704
B9J08_005479,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Hypothetical_protein,0.0412730498529797,True,biological_process,0.8647,12,8,8,348
B9J08_005534,pathway,Carbohydrate metabolism; OBSOLETE biosynthesis.,4,38,obsolete_placeholder,True,Rho-GAP domain-containing protein,0.0342904848481421,False,biological_process,0.8074,11,1,20,462
B9J08_005538,pathway,Amino-acid biosynthesis; OBSOLETE biosynthesis.,4,16,obsolete_placeholder,True,RMI1_C domain-containing protein,0.0801548882822499,False,cellular_component,0.8811,11,5,5,312
B9J08_005557,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Secreted protein,0.0486174172923334,False,cellular_component,0.9806,14,9,43,184
B9J08_005559,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Secreted protein,0.06064273988704,False,cellular_component,0.9319,12,5,43,166
B9J08_005560,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Secreted protein,0.0878232230697322,False,cellular_component,0.9241,12,7,43,176
B9J08_005561,pathway,Glycan metabolism; OBSOLETE biosynthesis.,4,12,obsolete_placeholder,True,Fit2p,0.080710837456121,False,cellular_component,0.9741,14,14,43,173
B9J08_005576,pathway,Glucan metabolism; OBSOLETE biosynthesis.,4,2,obsolete_placeholder,True,Lipase_3 domain-containing protein,0.5573986292051515,False,cellular_component,0.9779,10,7,8,541
B9J08_000070,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,BHLH domain-containing protein,0.032766307193276,False,cellular_component,0.8885,13,13,22,665
B9J08_000295,pathway,Energy metabolism; photosynthesis.,3,3,photosynthesis_or_chloroplast,True,"ATP synthase subunit e, mitochondrial",0.2402549574250947,False,cellular_component,0.9959,13,13,21,115
B9J08_001666,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,Spindle assembly checkpoint component MAD1,0.0309522123043406,False,biological_process,0.8904,13,9,162,521
B9J08_002475,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,RNA helicase,0.0613808707633276,False,biological_process,0.8013,14,6,580,998
B9J08_003181,pathway,Energy metabolism; photosynthesis.,3,3,photosynthesis_or_chloroplast,True,Hypothetical protein,0.0714725342468079,True,biological_process,0.6744,12,4,3,115
B9J08_003191,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,Topoisomerase I damage affected protein 2,0.0472279264457054,False,cellular_component,0.9089,10,5,9,373
B9J08_003419,pathway,Energy metabolism; photosynthesis.,3,3,photosynthesis_or_chloroplast,True,Cell wall surface anchor family protein,0.0341912148756549,False,cellular_component,0.9373,12,9,22,222
B9J08_003532,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,Membrane-associated kinase regulator 6,0.0595393193781641,False,cell part,0.7871,11,4,11,330
B9J08_003651,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,Mitochondrial inner membrane i-AAA protease complex subunit,0.1808390737577964,False,cellular_component,0.9539,15,15,26,250
B9J08_003970,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,AMP-binding domain-containing protein,0.5573889280137649,False,cellular_component,0.9214,11,4,254,488
B9J08_004034,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,Similar to,0.0576611669464263,True,cellular_component,0.9146,11,10,21,251
B9J08_004037,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,Hypothetical_protein,0.1082748321156296,True,cellular_component,0.8458,10,1,22,202
B9J08_004354,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,F-box protein At2g16365-like,0.2121558796053565,False,biological_process,0.7623,13,2,4,236
B9J08_004379,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,Hypothetical protein,0.56572105005162,True,cellular_component,0.8731,12,7,21,241
B9J08_004688,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,"Transcription elongation factor, mitochondrial",0.072359094668813,False,host cell part,0.6499,15,12,22,270
B9J08_005066,pathway,Photosynthesis; C4 acid pathway.,4,13,photosynthesis_or_chloroplast,True,Serine-rich adhesin for platelets,0.0999482018650858,False,cellular_component,0.8753,13,8,307,1288
B9J08_002031,subunit,: Interacts with host ARF5; this interaction inhibits viral particle release and thus allows particle release. ; SUBUNIT: : Interacts with host ARF6; this interaction inhibits host immune response. ; SUBUNIT: : Interacts with host ARF7; this interaction inhibits host immune response. ; SUBUNIT: : Interacts with host DPP4; this interaction inhibits host immune response. ; SUBUNIT: : Interacts with host DCTN3.,62,1,bacterial_or_viral_context; extreme_length_outlier,True,Secreted protein,0.0963831950234432,False,cellular_component,0.7309,15,3,14,239
B9J08_000295,subunit,"Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit enzyme composed of 11 subunits. The complex is composed of 3 respiratory subunits cytochrome b, cytochrome c1 and Rieske protein UQCRFS1, 2 core protein subunits UQCRC1/QCR1 and UQCRC2/QCR2, and 6 low-molecular weight protein subunits UQCRH/QCR6, UQCRB/QCR7, UQCRQ/QCR8, UQCR10/QCR9, UQCR11/QCR10 and subunit 9, the cleavage product of Rieske protein UQCRFS1 The complex exists as an obligatory dimer and forms supercomplexes in the inner mitochondrial membrane with NADH-ubiquinone oxidoreductase and cytochrome c oxidase, resulting in different assemblies IIIIV and megacomplex MCIIIIIV) Interacts with BRAWNIN",90,1,extreme_length_outlier,True,"ATP synthase subunit e, mitochondrial",0.2402549574250947,False,cellular_component,0.9959,13,13,21,115
B9J08_000502,subunit,Probably forms part of the preprotein translocase complex of the outer mitochondrial membrane which consists of at least 8 different proteins,21,1,extreme_length_outlier,True,Transmembrane protein,0.1139199974261049,False,cellular_component,0.9829,15,15,21,134
B9J08_000540,subunit,"Interacts with the P-TEFb complex composed at least of Tat, P-TEFb, TAR RNA, RNA Pol II. Recruited to chromatin in mitotic chromosomes during mitosis through interaction with TARBP2; facilitates TARBP2-mediated TARBP2-mediated TARBP2-mediated TARBP2-mediated TARBP2-mediated TARBP2-mediated TARBP2-mediated TARBP2-mediated TARBP2 transport to the nucleus via interaction with TARBP2",46,1,extreme_length_outlier,True,DNA helicase,0.039128204779344,False,biological_process,0.713,14,1,7,233
B9J08_000846,subunit,"Homodimer. Component of the cytochrome c oxidase, a multisubunit enzyme composed of 14 subunits. The complex is composed of a catalytic core of 3 subunits MT-CO1, MT-CO2 and MT-CO3, encoded in the mitochondrial DNA, and 11 supernumerary subunits COX4I, COX5A, COX5B, COX6A, COX6B, COX6C, COX7A, COX7B, COX7C, COX8 and NDUFA4, which are encoded in the nuclear genome. The complex exists as a monomer or a dimer and forms supercomplexes in the inner mitochondrial membrane with NADH-ubiquinone oxidoreductase and ubiquinol-cytochrome c oxidoreductase, resulting in different assemblies IIIIV and megacomplex MCIIIIIV).",89,1,extreme_length_outlier,True,Hypothetical protein,0.0389748778016567,True,cell part,0.9104,14,11,18,93
B9J08_000940,subunit,Interacts with B'THETA and B'THETA ; the interaction is independent of B'THETA phosphorylation and activates B'THETA kinase activity.,18,1,extreme_length_outlier,True,RGS domain-containing protein,0.6766388068338786,False,cellular process,0.5708,10,0,8,306
B9J08_001054,subunit,"Homodimer. Interacts with Arp2 Archaeal-type flagellum, archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-S and Archaeal-S.",25,1,extreme_length_outlier,True,Secreted protein,0.1130634365428778,False,cellular_component,0.8037,15,2,18,123
B9J08_001147,subunit,"Homodimer or homooligomer. Component of the mitochondrial contact site and cristae organizing system complex, composed of at least MICOS10/MIC10, CHCHD3/MIC19, CHCHD6/MIC25, APOOL/MIC27, IMMT/MIC60, APOO/MIC23/MIC26 and QIL1/MIC13. This complex was also known under the names MINOS or MitOS complex. The MICOS complex associates with mitochondrial membrane proteins SAMM50, MTX1 and MTX2 complex) and DNAJC11, mitochondrial membrane protein TMEM11 and with HSPA9. The MICOS and SAM complexes together with DNAJC11 are part of a large protein complex spanning both membranes termed the mitochondrial intermembrane space bridging complex.",85,1,extreme_length_outlier,True,Conserved protein,0.0657849454277132,True,cellular_component,0.9942,13,13,22,109
B9J08_001470,subunit,"Homodimer or homotetramer. Interacts with BBS1, BBS2, BBS4, BBS5, BBS7, BBS8/TTC8, BBS9 and BBIP10. Interacts with DNAJB4. Interacts with ANKRD6.",20,1,extreme_length_outlier,True,PH domain-containing protein,0.0459203007025439,False,cell part,0.9549,13,12,23,524
B9J08_001486,subunit,"Component of the SWR1 complex composed of at least ACT1, ARP4, RVS1, RVS2, TAF14, NHP10, YAF9, VPS41 and VPS52.",19,1,extreme_length_outlier,True,RWD domain-containing protein,0.384642320065257,False,cellular_component,0.8903,13,6,471,427
B9J08_001556,subunit,"Core component of the spliceosomal U5, U6 and U5 small nuclear ribonucleoproteins, the building blocks of the spliceosome.",18,1,extreme_length_outlier,True,Hypothetical protein,0.073293688916432,True,cellular_component,0.9677,14,14,21,239
B9J08_001666,subunit,"Component of the BBSome complex, at least composed of BBS1, BBS2, BBS4, BBS5, BBS7, BBS8/TTC8, BBS9 and BBIP10. Interacts with BBS7.",21,1,extreme_length_outlier,True,Spindle assembly checkpoint component MAD1,0.0309522123043406,False,biological_process,0.8904,13,9,162,521
B9J08_002163,subunit,"Heterodimer of OSBPL1 and OSBPL2, which forms the mitochondrial membrane ribosome. OSBPL1 is required to recruit OSBPL1 into the mitochondrion.",20,1,extreme_length_outlier,True,Transmembrane protein,0.0802671640872084,False,cellular_component,0.9855,14,14,24,113
B9J08_002561,subunit,"Identified in a complex with CDC42BPA, CDC42BPB and MICAL1; within this complex, directly interacts with CDC42BPA and MICAL1. Interacts with FBLN7",21,1,extreme_length_outlier,True,GPI anchored protein,0.0695690625413913,False,cellular_component,0.9614,10,1,0,190
B9J08_002592,subunit,Interacts with gI; this interaction enhances the Fc receptor function of gE The heterodimer gE/gI interacts with the Fc part of host IgG,23,1,extreme_length_outlier,True,Melanoma antigen recognized by T-cells 1,0.0310564839361442,False,cellular_component,0.9948,12,9,21,121
B9J08_002616,subunit,Forms a cylinder of 14 subunits composed of two heptameric rings stacked back-to-back. Interacts with the co-chaperonin GroES.,18,2,extreme_length_outlier,True,Transferrin-like domain-containing protein,0.1697036989206472,False,biological_process,0.7417,10,0,40,305
B9J08_003110,subunit,"Regulatory subunit of the sodium/potassium-transporting ATPase which is composed of a catalytic alpha subunit, an auxiliary non-catalytic beta subunit and an additional regulatory subunit.",24,1,extreme_length_outlier,True,"Transmembrane protein,",0.0144206817065644,False,cellular_component,0.94,16,14,1,72
B9J08_004007,subunit,": Interacts with host ARF1, ARF5 and ARF6. ; SUBUNIT: : Interacts with host KPNB1. ; SUBUNIT: : Interacts with host KPNB2. ; SUBUNIT: : Interacts with host KPNB1. ; SUBUNIT: : Interacts with host KPNB2. ; SUBUNIT: : Interacts with host KPNB1.",43,1,extreme_length_outlier,True,Pecanex-like protein,0.2176258614603022,False,cellular_component,0.806,13,5,8,202
B9J08_004102,subunit,"Homodimer. Interacts with Archaeal-type flagellum, archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-type flagellum, Archaeal-L and Archaeal-L.",26,1,extreme_length_outlier,True,Secreted protein,0.075096137093616,False,cellular_component,0.7889,12,2,18,123
B9J08_004148,subunit,Forms a cylinder of 14 subunits composed of two heptameric rings stacked back-to-back. Interacts with the co-chaperonin GroES.,18,2,extreme_length_outlier,True,Opaque-phase-specific protein OP4,0.8145197206860652,False,cellular_component,0.9424,10,0,21,336
B9J08_004777,subunit,"Component of the DREAM complex at least composed of E2F4, E2F5, LIN9, LIN37, LIN52, LIN54, MYBL1, MYBL2, RBL1, RBL2, RBBP4, TRBL1 and TRBL2.",23,1,extreme_length_outlier,True,Hypothetical protein,0.0867117506075276,True,biological_process,0.6162,15,9,3,167
B9J08_005164,subunit,"Core component of the spliceosomal U1, U2, U4 and U5 small nuclear ribonucleoproteins, the building blocks of the spliceosome Interacts with SLBP",22,1,extreme_length_outlier,True,General stress protein,0.0203235276485212,False,cellular_component,0.7884,12,5,20,151
B9J08_005439,subunit,"Component of the Mediator complex, which includes at least CDK8, MED4, MED6, MED11, MED14, MED17, MED18, MED20, MED21, MED22, MED27, MED28, MED30 and MED31.",24,1,extreme_length_outlier,True,Mediator complex subunit 4,0.0953382302092074,False,cell part,0.9133,14,14,27,317
B9J08_005502,subunit,"Component of the CSN complex, probably composed of cops1, cops2, cops3, cops4, cops5, cops6, cops7, cops8 and cops9.",18,1,extreme_length_outlier,True,Signal recognition particle subunit SRP72,0.093116112515889,False,cellular_component,0.9425,12,2,183,509
B9J08_001050,subunit,Interacts with human Pseudomonas syringae type III effector HopU2.,9,1,metazoan_or_clinical_context,True,DBR1 domain-containing protein,0.0390635903164645,False,interaction with host,0.7697,15,12,4,185
B9J08_005063,subunit,Interacts with human KDR.,4,1,metazoan_or_clinical_context,True,ABC transmembrane type-1 domain-containing protein,0.0999565187094824,False,membrane part,0.8544,13,2,8,120
B9J08_000441,subunit,Interacts with the ligand binding domain of the thyroid receptor in the presence of thyroid hormone. May interact with thyroid hormone in the presence of thyroid hormone.,27,1,metazoan_or_clinical_context; extreme_length_outlier,True,Myb_DNA-bind_5 domain-containing protein,0.1903197683468877,False,cellular_component,0.8,12,4,18,281
B9J08_000891,subunit,: Homotrimer. Interacts with human PSEN1 and PSEN2 ; SUBUNIT: : Self-associates. ; SUBUNIT: : Self-associates. ; SUBUNIT: : Self-associates. ; SUBUNIT: : Self-associates.,24,1,metazoan_or_clinical_context; extreme_length_outlier,True,Integrase_SAM-like_N domain-containing protein,0.1667700097873174,False,interspecies interaction between organisms,0.4758,17,0,3,155
B9J08_000052,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Hypothetical protein,0.1909717070597697,True,cellular_component,0.9534,11,8,22,196
B9J08_000158,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,"Transmembrane protein,",0.0365017091136658,False,cellular_component,0.7791,10,3,18,186
B9J08_000221,subunit,"OBSOLETE is composed of three subunits: class I, beta and gamma.",11,1,obsolete_placeholder,True,Secreted protein,0.0337153123924241,False,cellular_component,0.7424,11,0,9,160
B9J08_000336,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Filaggrin,0.0342685325153659,False,biological_process,0.963,15,15,25,1649
B9J08_000369,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Hypothetical protein,0.0305005010118919,True,cellular_component,0.7364,10,2,3,105
B9J08_000429,subunit,"OBSOLETE is composed of at least four subunits: alpha, beta, delta, and gamma.",13,1,obsolete_placeholder,True,Aminopeptidase,0.0467717486470378,False,intracellular part,0.9018,12,12,28,371
B9J08_000481,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,0.261474502577451,False,cellular_component,0.9856,11,11,25,237
B9J08_000586,subunit,Interacts with OBSOLETE Tetramer of 2 light chains and 2 heavy chains,12,1,obsolete_placeholder,True,COX6C domain-containing protein,0.0232384917577975,False,cellular_component,0.9739,12,12,22,150
B9J08_000597,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Transmembrane protein,0.1309740781936298,False,cellular_component,0.9791,9,8,7,473
B9J08_000608,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,DUF2012 domain-containing protein,0.8305055004871009,False,cellular_component,0.9564,13,8,22,244
B9J08_000652,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,MMPL domain-containing protein,0.1203971027112557,False,cellular_component,0.9327,11,3,8,255
B9J08_000664,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,COPI associated protein,0.0564062406896225,False,cellular_component,0.9901,10,4,12,391
B9J08_000817,subunit,Interacts with OBSOLETE Tetramer of 2 alpha and 2 beta chains.,11,1,obsolete_placeholder,True,NAM-associated domain-containing protein,0.082233340571057,False,cellular_component,0.8309,12,5,10,94
B9J08_000834,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Hypothetical_protein,0.0956244027734983,True,cellular_component,0.8446,11,2,23,421
B9J08_000919,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,GPI-anchored protein,0.1586656735350159,False,cellular_component,0.9633,9,6,19,234
B9J08_000931,subunit,Interacts with OBSOLETE; interaction is dependent on the GTP-bound form of OBSOLETE.,12,1,obsolete_placeholder,True,Pecanex-like protein,0.1165198946933235,False,cellular_component,0.9596,12,8,5,669
B9J08_001214,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,EC:2.7.11.1,0.1197055001060787,False,cellular_component,0.9544,15,15,22,588
B9J08_001481,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Vesicle transport protein,0.0892405288831098,False,membrane part,0.9708,11,11,1,278
B9J08_001548,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,MFS_1_like domain-containing protein,0.127270387342939,False,cellular_component,0.9808,11,10,1864,136
B9J08_001680,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,(thale cress) hypothetical protein,0.0597807440188624,False,cellular_component,0.9045,9,3,17,118
B9J08_002036,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Peroxisomal membrane protein PEX17,0.0300676235296841,False,transport,0.8687,16,16,24,466
B9J08_002055,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Transmembrane protein,0.0568836740559475,False,biological_process,0.9255,10,7,8,185
B9J08_002156,subunit,Binds to OBSOLETE.,3,2,obsolete_placeholder,True,Nuclear pore complex protein Nup85,0.3163966144756256,False,cellular_component,0.8225,18,18,18,537
B9J08_002228,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Transmembrane protein,0.1299995779178775,False,cellular_component,0.9586,9,3,6,127
B9J08_002244,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Cell wall protein,0.0423984557178173,False,cellular_component,0.9734,10,3,7,157
B9J08_002296,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Hypothetical_protein,0.0478844476997291,True,cellular_component,0.9887,12,7,25,196
B9J08_002372,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Translocon-associated protein subunit gamma,0.0466182587149577,False,cellular_component,0.9466,11,2,14,111
B9J08_002498,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,"Transmembrane protein,",0.0602649392114157,False,membrane part,0.9239,13,3,6,174
B9J08_002541,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Protein kinase domain-containing protein,0.0348336454676432,False,intrinsic component of membrane,0.9848,10,10,23,481
B9J08_002624,subunit,OBSOLETE is a heterodimer of an alpha and a beta chain.,11,1,obsolete_placeholder,True,Transposase,0.077917833826814,False,biological_process,0.8093,13,2,2,67
B9J08_002968,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,MARVEL domain-containing protein,0.8800758666034663,False,cellular_component,0.9783,9,9,9,228
B9J08_003012,subunit,OBSOLETE is a homodimer.,4,1,obsolete_placeholder,True,Cell division cycle protein 123,0.0358051423972591,False,biological_process,0.7875,15,3,22,233
B9J08_003181,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Hypothetical protein,0.0714725342468079,True,biological_process,0.6744,12,4,3,115
B9J08_003270,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Hypothetical protein,0.0852718438276155,True,cellular_component,0.9809,13,13,8,293
B9J08_003325,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,(pine wood nematode) hypothetical protein,0.0903039428325555,False,cellular_component,0.9852,11,4,8,429
B9J08_003333,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Secreted phosphoprotein 1,0.0460545140199246,False,cellular_component,0.9479,12,3,8,336
B9J08_003334,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Secreted phosphoprotein 1,0.0713010244493627,False,cellular_component,0.8929,11,2,8,262
B9J08_003419,subunit,OBSOLETE is composed of at least two subunits: MRPP1 and MRPP2. MRPP1 interacts with the MRPP2 homodimer.,17,1,obsolete_placeholder,True,Cell wall surface anchor family protein,0.0341912148756549,False,cellular_component,0.9373,12,9,22,222
B9J08_003468,subunit,Binds OBSOLETE.,2,1,obsolete_placeholder,True,"ATP synthase subunit e, mitochondrial",0.0968025853107058,False,cellular_component,0.7582,17,17,22,141
B9J08_003483,subunit,Binds to OBSOLETE.,3,2,obsolete_placeholder,True,MitMem_reg domain-containing protein,0.0944729698450439,False,biological_process,0.9737,13,13,22,306
B9J08_003491,subunit,Interacts with SORL1 ; this interaction is required for OBSOLETE localization to the cilium membrane.,15,1,obsolete_placeholder,True,F-box/LRR-repeat protein,0.086256989011522,False,biological_process,0.7283,11,4,8,284
B9J08_004084,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Secreted protein,0.0586056415705024,False,cellular_component,0.9948,10,7,6,229
B9J08_004296,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,SURF1-like protein,0.1812992035852889,False,biological_process,0.8607,12,2,11,78
B9J08_004416,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,BRICHOS domain-containing protein,0.0819486462824273,False,cellular_component,0.9031,11,7,8,233
B9J08_004418,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,(thale cress) hypothetical protein,0.0609601042246846,False,cellular_component,0.9314,12,7,5,150
B9J08_004442,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Seipin,0.8481737654276187,False,cellular_component,0.9712,13,13,23,282
B9J08_004575,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Monopolar spindle protein 2,0.1031900079992807,False,membrane part,0.9639,10,5,12,321
B9J08_004614,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Transmembrane protein,0.3137796494042669,False,cellular_component,0.9866,11,10,5,326
B9J08_004615,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,PGG domain-containing protein,0.168406982764762,False,intrinsic component of membrane,0.8094,12,3,5,184
B9J08_004984,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Inorganic pyrophosphatase,0.0530628434062171,False,biological_process,0.6985,11,3,14,105
B9J08_005017,subunit,"Binds to OBSOLETE, the interaction is enhanced by nitrogen and nitrogen conserving it in the nucleus.",16,1,obsolete_placeholder,True,Str. FM013,0.0453278914235705,False,molecular function regulator,0.6616,14,14,6,178
B9J08_005066,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Serine-rich adhesin for platelets,0.0999482018650858,False,cellular_component,0.8753,13,8,307,1288
B9J08_005326,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,CS domain-containing protein,0.2061785963629231,False,cellular_component,0.8474,10,5,21,242
B9J08_005547,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,MFS domain-containing protein,0.092970656833835,False,cellular_component,0.9491,10,6,5,312
B9J08_005557,subunit,Interacts with OBSOLETE.,3,42,obsolete_placeholder,True,Secreted protein,0.0486174172923334,False,cellular_component,0.9806,14,9,43,184
B9J08_001479,subunit,E-cadherin/CDH1 is a heterotetramer composed of two subunits of CDH1 and two subunits of CDH2. Interacts with OBSOLETE.,18,1,obsolete_placeholder; extreme_length_outlier,True,Hypothetical protein,0.0654846814021787,True,cellular_component,0.7661,14,6,11,459
