Protein	GO_IDs
B9J08_002176	GO:0005575;GO:0008150;GO:0044464;GO:0044424;GO:0005634;GO:0043227;GO:0043231;GO:0043229;GO:0043226;GO:0009987;GO:0065007;GO:1901360;GO:0043170;GO:0060255;GO:0006807;GO:0044238;GO:0050789;GO:0044260;GO:0006725;GO:0006139
B9J08_002204	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0043226;GO:0005634;GO:0043227;GO:0005737;GO:0043229;GO:0043231;GO:0009987;GO:0051179;GO:0071702;GO:0022402;GO:0051234;GO:0071840;GO:0016043;GO:0120036
B9J08_002205	GO:0008150;GO:0009987;GO:0003824;GO:0008152;GO:0071704;GO:0005575;GO:0016740;GO:0044238;GO:0003674;GO:0044237;GO:0044255;GO:1901576;GO:0006629;GO:0009058;GO:0008610;GO:0016020;GO:0062097;GO:0044249
B9J08_002218	GO:0044464;GO:0044424;GO:0005575;GO:0003674;GO:0003676;GO:1901363;GO:0097159;GO:0008150;GO:0043231;GO:0043229;GO:0043227;GO:0003677;GO:0043226;GO:0044444;GO:0009987;GO:0005737;GO:0005488;GO:0005739;GO:0016043;GO:0071840
B9J08_002228	GO:0005575;GO:0016021;GO:0031224;GO:0044425;GO:0044464;GO:0008150;GO:0009987;GO:0016020;GO:0097478;GO:0008152;GO:0044424;GO:0005886;GO:0044422;GO:0044237;GO:0044444;GO:0003674
B9J08_002234	GO:0005575;GO:0044464;GO:0043226;GO:0044424;GO:0005488;GO:0043229;GO:0003674;GO:0005856;GO:0008150;GO:0043228;GO:0008092;GO:0043232;GO:0003779;GO:0005737;GO:0005515;GO:0016020;GO:0032502;GO:0009506;GO:0003006
B9J08_002244	GO:0005575;GO:0044464;GO:0044425;GO:0031224;GO:0008150;GO:0009987;GO:0031225;GO:0016021;GO:0005576;GO:0016020;GO:0005886;GO:0030312;GO:0005618;GO:0008037;GO:0009988
B9J08_002247	GO:0005575;GO:0003674;GO:0008150;GO:0004551;GO:0016787;GO:0044464;GO:0005615;GO:0003824;GO:0005198;GO:0008796;GO:0004081;GO:0044424;GO:0044421;GO:0047710;GO:0019012;GO:0005576;GO:0140489
B9J08_002248	GO:0005575;GO:0044464;GO:0043226;GO:0044424;GO:0008150;GO:0003674;GO:0005488;GO:0043229;GO:0043227;GO:0043231;GO:0005886;GO:0005737;GO:0009987;GO:0016020;GO:0022414;GO:0008289;GO:0005634
B9J08_002255	GO:0005575;GO:0008150;GO:0044464;GO:0003674;GO:0005488;GO:0009987;GO:0031225;GO:0044425;GO:0005507;GO:0030312;GO:0051704;GO:0005618;GO:0031224;GO:0005576;GO:0042597;GO:0005515;GO:0048037
B9J08_002256	GO:0044425;GO:0016021;GO:0005575;GO:0031224;GO:0044464;GO:0044424;GO:0008150;GO:0044422;GO:0003674;GO:0044446;GO:0009987;GO:0005737;GO:0071702;GO:0015932;GO:0071705
B9J08_002270	GO:0005575;GO:0033290;GO:0005852;GO:0044464;GO:0008150;GO:0044424;GO:0016282;GO:0070993;GO:0043226;GO:0043229;GO:0009987;GO:0044444;GO:0065003;GO:0043231;GO:0043933;GO:0043227;GO:0022607;GO:0071704;GO:0003674;GO:0001732
B9J08_002282	GO:0008150;GO:0008152;GO:0140098;GO:0016740;GO:0050896;GO:0051704;GO:0009987;GO:0071704;GO:0032501;GO:0048856;GO:0044237;GO:0016779;GO:0005575;GO:0003824;GO:0042221;GO:0097747;GO:0009790;GO:0043170
B9J08_002286	GO:0005575;GO:0008150;GO:0044424;GO:0044464;GO:0005488;GO:0097159;GO:0044422;GO:0044446;GO:1901363;GO:0003674;GO:0007275;GO:0044428;GO:0032501;GO:0010628;GO:0031323;GO:0010468;GO:0045935;GO:0051171;GO:0050794;GO:0048522
B9J08_002288	GO:0005575;GO:0044464;GO:0008150;GO:0005737;GO:0016020;GO:0044424;GO:0003674;GO:0005886;GO:0009987;GO:0140489;GO:0097367;GO:0016772;GO:0005488;GO:0036094;GO:0000166;GO:1901265;GO:0016740
B9J08_002295	GO:0005575;GO:0044464;GO:0016020;GO:0008150;GO:0044425;GO:0031224;GO:0042592;GO:0005886;GO:0065008;GO:0050801;GO:0035295;GO:0048878;GO:0065007;GO:0048522;GO:0016021;GO:1990007;GO:0060249
B9J08_002296	GO:0005575;GO:0044464;GO:0044425;GO:0016020;GO:0031224;GO:0008150;GO:0031225;GO:0005886;GO:0044419;GO:0051704;GO:0016021;GO:0005576;GO:0009405;GO:0051179;GO:0009986;GO:0022610;GO:0003674
B9J08_002309	GO:0003674;GO:0030430;GO:0003824;GO:0016787;GO:0016811;GO:0019120;GO:0044423;GO:0039695;GO:0019084;GO:0016810;GO:0040011;GO:0019083;GO:0044196;GO:0140640;GO:0008150;GO:0170034;GO:0044000;GO:0019012;GO:0042578
B9J08_002314	GO:0005575;GO:0044464;GO:0008150;GO:0005515;GO:0044424;GO:0005488;GO:0003674;GO:0043229;GO:0008152;GO:0005737;GO:0071704;GO:0005911;GO:0043228;GO:1901564;GO:0044237;GO:0009987;GO:0043232;GO:0043226;GO:0044238
B9J08_002319	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0044444;GO:0044237;GO:0071704;GO:0043229;GO:0044238;GO:0008152;GO:0043226;GO:0043227;GO:0009987;GO:0043231;GO:0003674;GO:0006139;GO:0044425
B9J08_002330	GO:0005575;GO:0003674;GO:0003824;GO:0044464;GO:0008150;GO:0030246;GO:0005576;GO:0009987;GO:0042597;GO:0016020;GO:0016853;GO:0048029;GO:0016860;GO:0016491;GO:0036094;GO:0005488;GO:0140096
B9J08_002356	GO:0006795;GO:0019220;GO:0051174;GO:0008150;GO:0050789;GO:0005575;GO:0065007;GO:0065009;GO:0035303;GO:0019222;GO:0050790;GO:0051336;GO:0044464;GO:0050794;GO:0010921;GO:0031323;GO:0004864;GO:0019212;GO:0005737;GO:0009892
B9J08_002372	GO:0005575;GO:0044425;GO:0031224;GO:0016021;GO:0044464;GO:0016020;GO:0097478;GO:0018995;GO:0005886;GO:0044444;GO:0044424;GO:0033643;GO:0005576;GO:0044422;GO:0044446
B9J08_002384	GO:0008150;GO:0005575;GO:0044464;GO:0044424;GO:0043229;GO:0043226;GO:0009987;GO:0043227;GO:0043231;GO:0071840;GO:0016043;GO:0005634;GO:0051179;GO:0033036;GO:0008104;GO:0022607;GO:0006996;GO:1902590;GO:0044444
B9J08_002397	GO:0005575;GO:0044464;GO:0008150;GO:0044424;GO:0003674;GO:0009987;GO:0044422;GO:0044446;GO:0005488;GO:0044425;GO:0005515;GO:0044428;GO:0019899;GO:0008157;GO:0004864;GO:0005654;GO:0016020
B9J08_002407	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0044444;GO:0003735;GO:0043226;GO:0043229;GO:0005198;GO:0003674;GO:0043231;GO:1990904;GO:0043227;GO:0032991;GO:0097159;GO:0051704;GO:0003676;GO:0044446;GO:1901363
B9J08_002441	GO:0043227;GO:0043226;GO:0005575;GO:0005634;GO:0043231;GO:0044424;GO:0043229;GO:0044464;GO:0008150;GO:0048856;GO:0007275;GO:0032501;GO:0032502;GO:0003674;GO:0008023;GO:0017053;GO:0048229
B9J08_002471	GO:0044464;GO:0008150;GO:0005575;GO:0044424;GO:0022402;GO:0032506;GO:0090529;GO:0009987;GO:0044462;GO:0044444;GO:0043226;GO:0019867;GO:0016020;GO:0003674;GO:0009279;GO:0044425;GO:0043227;GO:0043229
B9J08_002475	GO:0008150;GO:0009987;GO:0005488;GO:0003674;GO:0046872;GO:0043169;GO:0043167;GO:0007600;GO:0050877;GO:0003008;GO:0050953;GO:0003824;GO:0005575;GO:0048869;GO:0007601;GO:0016043;GO:0016740;GO:0022607;GO:0071840;GO:0008152
B9J08_002486	GO:0031224;GO:0005575;GO:0016021;GO:0044425;GO:0008150;GO:0046740;GO:0006810;GO:0051179;GO:0046739;GO:0009987;GO:0051234;GO:0016829;GO:0018995;GO:0033644;GO:0006811;GO:0033643;GO:0046794
B9J08_002492	GO:0042221;GO:0050896;GO:0005575;GO:0003674;GO:0008150;GO:0016020;GO:0017148;GO:0005488;GO:0046677;GO:0071702;GO:0006952;GO:0034248;GO:0031224;GO:1901363;GO:0005886;GO:0016021;GO:0044464;GO:0006950;GO:0010608;GO:0009890
B9J08_002493	GO:0005575;GO:0044464;GO:0044425;GO:0016020;GO:0031224;GO:0005618;GO:0030312;GO:0044462;GO:0003674;GO:0009279;GO:0008150;GO:0005576;GO:0012501;GO:0031225;GO:0009277;GO:0019867;GO:0005886;GO:0006915
B9J08_002498	GO:0044425;GO:0016021;GO:0031224;GO:0005575;GO:0048856;GO:0016020;GO:0032502;GO:0008150;GO:0022414;GO:0048513;GO:0003006;GO:0007275;GO:0160108;GO:0097478;GO:0032501;GO:0048609
B9J08_002507	GO:0005575;GO:0008150;GO:0044464;GO:0044462;GO:0051704;GO:0005576;GO:0016740;GO:0030312;GO:0009987;GO:0042597;GO:0005618;GO:0003674;GO:0016020;GO:0030288;GO:0044461;GO:0003824;GO:0009405;GO:0016772
B9J08_002509	GO:0044464;GO:0005575;GO:0008150;GO:0044424;GO:0005634;GO:0043226;GO:0043229;GO:0043227;GO:0043231;GO:0051704;GO:0044403;GO:0003674;GO:0016032;GO:0140110;GO:0044419;GO:0005488;GO:0005515;GO:0003700;GO:0046983
B9J08_002511	GO:0005575;GO:0044425;GO:0044464;GO:0016021;GO:0031224;GO:0044422;GO:0044444;GO:0044429;GO:0044446;GO:0044424;GO:0009987;GO:0016043;GO:0008150;GO:0071840;GO:0044455;GO:0031090;GO:0005743;GO:0031966;GO:0007006;GO:0007005
B9J08_002515	GO:0008150;GO:0044464;GO:0009987;GO:0044424;GO:0005575;GO:0044444;GO:0140535;GO:0016043;GO:0032991;GO:0048856;GO:0071840;GO:0006996;GO:0030286;GO:0022607;GO:0032502;GO:0005875;GO:0044422;GO:0051179;GO:0043226
B9J08_002522	GO:0044464;GO:0008150;GO:0044424;GO:0005575;GO:0043231;GO:0043227;GO:0043226;GO:0043229;GO:0005634;GO:0050789;GO:0065007;GO:0050794;GO:0032502;GO:0048869;GO:0030154;GO:0060255;GO:0019219;GO:0048856;GO:0031323;GO:0051171
B9J08_002525	GO:0005575;GO:0044464;GO:0044424;GO:0008150;GO:0005737;GO:0043227;GO:0005515;GO:0043226;GO:0043229;GO:0003674;GO:0065007;GO:0031982;GO:0005488;GO:0005634;GO:0046983;GO:0097708;GO:0050789;GO:0043231;GO:0031410;GO:0044444
B9J08_002540	GO:0005575;GO:0044464;GO:0008150;GO:0003674;GO:0005488;GO:0009987;GO:0042597;GO:0016020;GO:0044425;GO:0036094;GO:0030246;GO:0005886;GO:0044462;GO:0008152;GO:0030247;GO:0051704
B9J08_002541	GO:0031224;GO:0005575;GO:0016021;GO:0044425;GO:0044464;GO:0016020;GO:0044424;GO:0044422;GO:0044444;GO:0044446;GO:0031090;GO:0005886;GO:0043226;GO:0043229;GO:0043227;GO:0043231;GO:0008150
B9J08_002545	GO:0005488;GO:1901363;GO:0043169;GO:0046872;GO:0097159;GO:0003674;GO:0003676;GO:0005575;GO:0043167;GO:0008150;GO:0003677;GO:0044464;GO:0044424;GO:0005634;GO:0043231;GO:0009987;GO:0043229;GO:0065007;GO:0043227;GO:0043226
B9J08_002552	GO:0003674;GO:0005488;GO:0097159;GO:1901363;GO:0003676;GO:0009987;GO:0008150;GO:0005575;GO:0003723;GO:0044464;GO:0044424;GO:0006725;GO:0048284;GO:0044237;GO:0044444;GO:0003677;GO:0005737;GO:0034641;GO:0006139
B9J08_002561	GO:0005575;GO:0008150;GO:0044464;GO:0005576;GO:0003674;GO:0009987;GO:0005518;GO:0005488;GO:0044877;GO:0055090;GO:0016020;GO:0008289;GO:0050840;GO:0050789;GO:0022610;GO:0070328
B9J08_002574	GO:0005575;GO:0044464;GO:0044425;GO:0031224;GO:0031225;GO:0008150;GO:0016021;GO:0016020;GO:0005886;GO:0032977;GO:0085037;GO:0097478;GO:0033643;GO:0018995;GO:0044444
B9J08_002579	GO:0031224;GO:0044425;GO:0016021;GO:0005575;GO:0008150;GO:0044464;GO:0071704;GO:0008152;GO:0009987;GO:0016740;GO:0003824;GO:0044422;GO:0044446;GO:0044424;GO:0044237;GO:0051179;GO:0044444;GO:0044238;GO:0044432
B9J08_002584	GO:0008150;GO:0005488;GO:0003674;GO:0050789;GO:0005575;GO:0005515;GO:0065007;GO:0044464;GO:0044424;GO:0009987;GO:0050794;GO:0022607;GO:0065003;GO:0016043;GO:0043933;GO:0048519;GO:0071840;GO:0070828;GO:0044444
B9J08_002592	GO:0005575;GO:0044425;GO:0031224;GO:0016021;GO:0044464;GO:0008150;GO:0016020;GO:0044423;GO:0033643;GO:0005911;GO:0018995;GO:0030054;GO:0005886;GO:0044178;GO:0019028;GO:0019031
B9J08_002593	GO:0008150;GO:0005575;GO:0050789;GO:0065007;GO:0044464;GO:0044424;GO:0048856;GO:0010051;GO:0050794;GO:0032501;GO:0009987;GO:0007275;GO:0032502;GO:0003677;GO:0005737;GO:0007389;GO:0060255;GO:0019222
B9J08_002613	GO:0008150;GO:0005575;GO:0003676;GO:0044464;GO:1901363;GO:0097159;GO:0003677;GO:0005488;GO:0006807;GO:0044424;GO:0009987;GO:0071704;GO:0046483;GO:0006139;GO:0090304;GO:0044237;GO:0003674;GO:1901360;GO:0043170;GO:0044238
B9J08_002616	GO:0008150;GO:0003674;GO:0005575;GO:0003824;GO:0009987;GO:0008152;GO:0016740;GO:0060089;GO:0071704;GO:0044237;GO:0140489;GO:0016853;GO:0038023;GO:0004888;GO:0140097
B9J08_002621	GO:0005575;GO:0008150;GO:0044464;GO:0044424;GO:0009987;GO:0043227;GO:0043231;GO:0005634;GO:0043229;GO:0043226;GO:0090304;GO:0051716;GO:0050896;GO:0071704;GO:0006725;GO:0006139;GO:0006259;GO:0006950;GO:0044238;GO:0043170
B9J08_002624	GO:0008150;GO:0009987;GO:0008152;GO:0044237;GO:0005575;GO:0032991;GO:0071704;GO:0140535;GO:0044424;GO:0043170;GO:0062097;GO:0044464;GO:1902494;GO:1901576;GO:0009058;GO:0044249;GO:0006796
B9J08_002626	GO:0005575;GO:0008150;GO:0051179;GO:0044444;GO:0051234;GO:0006810;GO:0006869;GO:0044424;GO:0044464;GO:0005319;GO:0071702;GO:0044422;GO:0043226;GO:0044446;GO:0043227;GO:0043229;GO:0044425;GO:0016020
B9J08_002640	GO:0043227;GO:0043231;GO:0044464;GO:0043229;GO:0008150;GO:0044424;GO:0043226;GO:0005575;GO:0044444;GO:0009058;GO:0008152;GO:0044238;GO:0071704;GO:1901576;GO:0044249;GO:0044237;GO:0009987;GO:0044255
B9J08_002641	GO:0005575;GO:0044464;GO:0008150;GO:0044424;GO:0003674;GO:0050789;GO:0065007;GO:0097159;GO:0050794;GO:0005488;GO:0003676;GO:1901363;GO:0060255;GO:0043231;GO:0005634;GO:0043227;GO:0019222;GO:0010556;GO:0010468;GO:2000112
B9J08_002650	GO:0044464;GO:0005575;GO:0044424;GO:0043226;GO:0043229;GO:0043228;GO:0008150;GO:0043232;GO:0043231;GO:0005634;GO:0043227;GO:0097159;GO:1901363;GO:1900428;GO:0003674;GO:0010570;GO:0003677;GO:0005488;GO:0003676;GO:0051704
B9J08_002655	GO:0005575;GO:0044424;GO:0044464;GO:0044444;GO:0065007;GO:0009966;GO:0050789;GO:0023051;GO:0048583;GO:0010646;GO:0048518;GO:0023056;GO:0009967;GO:0005829;GO:0010647;GO:0003674;GO:0008150;GO:0048584;GO:0044422;GO:0005524
B9J08_002656	GO:0008150;GO:0044425;GO:0005575;GO:0016021;GO:0031224;GO:0009987;GO:0044424;GO:0044422;GO:0044446;GO:0044464;GO:0044432;GO:0006996;GO:0031090;GO:0016043;GO:0044444;GO:0071840;GO:0043226;GO:0043227
B9J08_002695	GO:0005575;GO:0008150;GO:0044464;GO:0003674;GO:0042597;GO:0003824;GO:0030288;GO:0051704;GO:0005576;GO:0016020;GO:0050896;GO:0005488;GO:0009405;GO:0005618;GO:0022610;GO:0016811;GO:0016788;GO:0019120
B9J08_002709	GO:0005737;GO:0003674;GO:0008150;GO:0044424;GO:0046914;GO:0005575;GO:0044464;GO:0005488;GO:0008270;GO:0043169;GO:0046872;GO:0140489;GO:0009987;GO:0170034;GO:0043167;GO:0044249;GO:0051179;GO:0097159;GO:0005506
B9J08_002727	GO:0008150;GO:0044424;GO:0044464;GO:0005575;GO:0010468;GO:0080090;GO:0050789;GO:2001141;GO:0031326;GO:0010556;GO:0009889;GO:0031323;GO:0019222;GO:0065007;GO:0051171;GO:0050794;GO:2000112;GO:0006355;GO:0060255;GO:0019219
B9J08_002729	GO:0005575;GO:0030312;GO:0007155;GO:0005576;GO:0005618;GO:0022610;GO:0044464;GO:0009277;GO:0008150;GO:0098609;GO:0098740;GO:0005488;GO:0043708;GO:0031589;GO:0030446;GO:0003674;GO:0005199
B9J08_002730	GO:0005575;GO:0044464;GO:0008150;GO:0030247;GO:0016020;GO:0005488;GO:0031012;GO:0009605;GO:0003674;GO:0005886;GO:0051704;GO:0022414;GO:0050896;GO:0010496;GO:0042995;GO:0009987;GO:0030114
B9J08_002731	GO:0008150;GO:0044464;GO:0050789;GO:0050794;GO:0065007;GO:0044424;GO:0005575;GO:0009987;GO:0060255;GO:0003674;GO:0048518;GO:0019222;GO:0044446;GO:0071704;GO:0044422;GO:0009889;GO:0031326;GO:0008152;GO:0044237;GO:0048522
B9J08_002734	GO:0005575;GO:0008150;GO:0003674;GO:0097159;GO:1901363;GO:0005488;GO:0044444;GO:0051179;GO:0051234;GO:0032991;GO:0003723;GO:0003676;GO:0006810;GO:0018995;GO:0044424;GO:0033643;GO:0006869
B9J08_002735	GO:0005575;GO:0044464;GO:0008150;GO:0016020;GO:0031224;GO:0030312;GO:0005618;GO:0044425;GO:0031225;GO:0005576;GO:0032502;GO:0009277;GO:0009987;GO:0071554;GO:0071852;GO:0048856;GO:0005886;GO:0022610;GO:0003674
B9J08_002753	GO:0005575;GO:0044464;GO:0005618;GO:0030312;GO:0044425;GO:0071554;GO:0045229;GO:0071555;GO:0031225;GO:0071840;GO:0016043;GO:0031224;GO:0008150;GO:0031505;GO:0071852;GO:0009987;GO:0009277;GO:0031504;GO:0016020;GO:0005886
B9J08_002754	GO:0005575;GO:0016021;GO:0044425;GO:0031224;GO:0008150;GO:0044464;GO:0005488;GO:0046872;GO:0043169;GO:0016020;GO:0003674;GO:0043167;GO:0050896;GO:0018995;GO:0009987;GO:0033655
B9J08_002757	GO:0005575;GO:0044464;GO:0003674;GO:0008150;GO:0005737;GO:0044424;GO:0005488;GO:0005515;GO:0042802;GO:0030674;GO:0051179;GO:0051286;GO:0006457;GO:0060090;GO:0140489;GO:0051087;GO:0051172
B9J08_002773	GO:0005575;GO:0044425;GO:0016021;GO:0098533;GO:0031224;GO:0098797;GO:0008150;GO:1902495;GO:1990351;GO:0043190;GO:0032991;GO:0044464;GO:0044459;GO:0006810;GO:0098796;GO:0051234;GO:0051179
B9J08_002811	GO:0005575;GO:0044464;GO:0031224;GO:0016021;GO:0044425;GO:0008150;GO:0016020;GO:0005886;GO:0051179;GO:0071702;GO:0044462;GO:0051234;GO:0006810;GO:0015031;GO:0008104;GO:0045184;GO:0019867
B9J08_002825	GO:0005488;GO:0008150;GO:0005575;GO:0003674;GO:0043169;GO:0043167;GO:0008289;GO:0046872;GO:0006950;GO:0050896;GO:0044464;GO:0065007;GO:0005543;GO:0044444;GO:0044424;GO:0006953;GO:0044877;GO:0043207;GO:0005507;GO:0044421
B9J08_002843	GO:0005575;GO:0044425;GO:0031224;GO:0016021;GO:0044464;GO:0044424;GO:0044444;GO:0008150;GO:0044446;GO:0044432;GO:0044422;GO:0031090;GO:0043229;GO:0043231;GO:0043226;GO:0016020;GO:0005789;GO:0043227;GO:0009987
B9J08_002884	GO:0008150;GO:0003674;GO:0044424;GO:0044444;GO:0044464;GO:0005575;GO:0005829;GO:0005488;GO:0050789;GO:0065007;GO:0050794;GO:0005515;GO:0005634;GO:0043227;GO:0043231;GO:0009987;GO:0043229;GO:0043226;GO:0032153;GO:0016787
B9J08_002899	GO:0005575;GO:0008150;GO:0044464;GO:0065007;GO:0016020;GO:0048583;GO:0032101;GO:0050789;GO:0009966;GO:0005886;GO:0044425;GO:0005488;GO:0023051;GO:0003674;GO:0050794;GO:0010646;GO:0044877;GO:0043209
B9J08_002925	GO:0005575;GO:0008150;GO:0044464;GO:0044424;GO:0051179;GO:0044444;GO:0044422;GO:0065007;GO:0051641;GO:0003674;GO:0044446;GO:0016192;GO:0051234;GO:0070727;GO:0050794;GO:0048523;GO:0005737;GO:0006810;GO:0008104
B9J08_002933	GO:0044464;GO:0044424;GO:0005575;GO:0071704;GO:0003674;GO:0006807;GO:0043227;GO:0043226;GO:0043170;GO:0008150;GO:0043231;GO:0043229;GO:0009987;GO:0008152;GO:0005488;GO:0044237;GO:0097159;GO:1901363;GO:0005739
B9J08_002938	GO:0005575;GO:0044425;GO:0044464;GO:0044424;GO:0016021;GO:0031224;GO:0044422;GO:0008150;GO:0044429;GO:0044446;GO:0019866;GO:0044444;GO:0005737;GO:0031090;GO:0016491;GO:0008152
B9J08_002958	GO:0008150;GO:0065007;GO:0050789;GO:0050794;GO:0005575;GO:0044424;GO:0044464;GO:0009987;GO:0019222;GO:0031323;GO:0010556;GO:0019219;GO:0005737;GO:0065009;GO:0051171;GO:0031326;GO:0009889;GO:0043226;GO:2000112
B9J08_002968	GO:0005575;GO:0044425;GO:0016021;GO:0031224;GO:0044464;GO:0008150;GO:0016020;GO:0051179;GO:0044444;GO:0051234;GO:0016192;GO:0006810;GO:0044424;GO:0003674;GO:0005886;GO:0005488
B9J08_003003	GO:0008150;GO:0003674;GO:0005488;GO:0005575;GO:0065007;GO:0044464;GO:0050789;GO:0005515;GO:0050794;GO:0044424;GO:0048856;GO:0051179;GO:0044444;GO:0007275;GO:0022607;GO:0009987;GO:0032502;GO:0071840;GO:0051641
B9J08_003012	GO:0008150;GO:0006810;GO:0051179;GO:0051234;GO:0005575;GO:0003674;GO:0009987;GO:0016032;GO:0015031;GO:0051704;GO:0071702;GO:0044419;GO:0033036;GO:0044403;GO:0008104;GO:0045184;GO:0015833;GO:0042886;GO:0044000
B9J08_003025	GO:0050794;GO:0005575;GO:0044464;GO:0050789;GO:0008150;GO:0065007;GO:0044424;GO:0010556;GO:2000112;GO:0019222;GO:0009889;GO:0031323;GO:0031326;GO:0060255;GO:0010468;GO:0019219;GO:2001141;GO:0006355;GO:0051252;GO:1903506
B9J08_003070	GO:0008150;GO:0044464;GO:0003674;GO:0046483;GO:1901360;GO:0071704;GO:0005488;GO:0044238;GO:0044424;GO:0009987;GO:0043167;GO:0008152;GO:0005575;GO:1901361;GO:0006725;GO:0010608;GO:0043229;GO:0006139;GO:0043226
B9J08_003109	GO:0005575;GO:0044464;GO:0008150;GO:0044424;GO:0065007;GO:0005737;GO:0050789;GO:0008047;GO:0050794;GO:0044444;GO:0030234;GO:0009987;GO:0010646;GO:0098772;GO:0009966;GO:0023051;GO:1902531
B9J08_003110	GO:0005575;GO:0044425;GO:0008150;GO:0016021;GO:0031224;GO:0051049;GO:0043269;GO:0006811;GO:0044423;GO:0034762;GO:0051234;GO:0006810;GO:0032879;GO:0032412;GO:0002028;GO:0006814;GO:0051179;GO:0098772;GO:0006812
B9J08_003112	GO:0008150;GO:0009987;GO:0005575;GO:0044464;GO:0019954;GO:0065009;GO:0044424;GO:0051321;GO:0065007;GO:0010556;GO:0022402;GO:1903046;GO:0048869;GO:0043934;GO:0007049;GO:0030436;GO:0050789;GO:0048523;GO:0030154
B9J08_003129	GO:0005575;GO:0044464;GO:0008150;GO:0044424;GO:0016020;GO:0043226;GO:0005886;GO:0044260;GO:0043229;GO:0005634;GO:0043231;GO:0044444;GO:0043170;GO:0071704;GO:0043227;GO:0044238;GO:0009987;GO:0006807
B9J08_003137	GO:0005575;GO:0044464;GO:0044424;GO:0043226;GO:0043227;GO:0043229;GO:0005634;GO:0043231;GO:0008150;GO:0005737;GO:0032991;GO:0009987;GO:0140535;GO:0065007;GO:0044446;GO:0003674;GO:0044422
B9J08_003149	GO:0044464;GO:0044444;GO:0005575;GO:0044424;GO:0071704;GO:0008152;GO:0008150;GO:0044446;GO:0044237;GO:0044429;GO:0043170;GO:0044422;GO:0009059;GO:0009987;GO:1901576;GO:0044260;GO:0032991;GO:0044249
B9J08_003181	GO:0008150;GO:0044424;GO:0005575;GO:0044464;GO:0032991;GO:0044446;GO:0044422;GO:0140535;GO:0044428;GO:0044427;GO:0009987;GO:0071704;GO:0008152;GO:0044391;GO:0005634;GO:0062097
B9J08_003191	GO:0005575;GO:0008150;GO:0044464;GO:0044424;GO:0009987;GO:0051179;GO:0051234;GO:0006810;GO:0005737;GO:0003674;GO:0051704;GO:0006811;GO:0044425;GO:0005488;GO:0044422;GO:0044446;GO:0005815
B9J08_003204	GO:0008150;GO:0044464;GO:0006807;GO:0003674;GO:0008152;GO:0005575;GO:0051604;GO:0043170;GO:0071704;GO:0009987;GO:0043226;GO:0044424;GO:0019538;GO:0005739;GO:1901564;GO:0044444;GO:0043229;GO:0043227;GO:0005488
B9J08_003223	GO:0005575;GO:0008150;GO:0003674;GO:0044464;GO:0051179;GO:0006810;GO:0051234;GO:0005488;GO:0044425;GO:0071702;GO:0031224;GO:0042597;GO:0019028;GO:0031225;GO:0005198;GO:0016020;GO:0005886
B9J08_003260	GO:0044444;GO:0005575;GO:0044424;GO:0044464;GO:0044429;GO:0044425;GO:0044446;GO:0044422;GO:0044455;GO:0016021;GO:0031224;GO:0008150;GO:0009987;GO:0005759;GO:0140535;GO:0015075
B9J08_003270	GO:0005575;GO:0016021;GO:0031224;GO:0044425;GO:0044464;GO:0044444;GO:0044424;GO:0016020;GO:0008150;GO:0044446;GO:0048284;GO:0043226;GO:0090174;GO:0044431;GO:0051179;GO:0043229;GO:0043227;GO:0051234;GO:0031201;GO:0044422
B9J08_003286	GO:0005575;GO:0044464;GO:0044424;GO:0005737;GO:0043229;GO:0043226;GO:0008150;GO:0043228;GO:0043232;GO:0044422;GO:0044446;GO:0043227;GO:0005634;GO:0009987;GO:0005815;GO:0043231;GO:0005816;GO:0044430
B9J08_003297	GO:0008150;GO:0009987;GO:0005575;GO:0044464;GO:0044424;GO:0006139;GO:0044237;GO:0016070;GO:0090304;GO:0006807;GO:0006725;GO:1901360;GO:0034641;GO:0008152;GO:0046483;GO:1990904;GO:0032991;GO:0043170;GO:0005935;GO:0044238
B9J08_003317	GO:0005575;GO:0044464;GO:0044425;GO:0008150;GO:0044424;GO:0044446;GO:0044422;GO:0044444;GO:1902494;GO:0140535;GO:0071704;GO:0016021;GO:0032991;GO:0031224;GO:1901564;GO:0043170;GO:0009987;GO:0006807;GO:0051604;GO:0008152
B9J08_003318	GO:0008150;GO:0009987;GO:0005575;GO:0044424;GO:0044464;GO:0008152;GO:0051726;GO:0044237;GO:0022402;GO:0071704;GO:0048523;GO:0048519;GO:0045786;GO:0065007;GO:1903047;GO:0005737;GO:0050794;GO:0050789
B9J08_003325	GO:0005575;GO:0044464;GO:0016020;GO:0044425;GO:0005886;GO:0031224;GO:0031225;GO:0008150;GO:0003674;GO:0042995;GO:0120025;GO:0009548;GO:0016021;GO:0030424;GO:1990007;GO:0016780
B9J08_003333	GO:0005575;GO:0044464;GO:0008150;GO:0031225;GO:0031224;GO:0044424;GO:0044425;GO:0016020;GO:0005737;GO:0007399;GO:0044419;GO:0051704;GO:0005576;GO:0009987;GO:0008289;GO:0005618;GO:0009986
