Gene ID,Threshold,GO ID,ProtNote Probability,ProtNote Rank,Description
B9J08_003621,0.7,GO:0009395,0.909,20,phospholipid catabolic process
B9J08_003632,0.7,GO:0030955,0.9987,1,potassium ion binding
B9J08_003632,0.7,GO:0005524,0.9777,16,ATP binding
B9J08_003640,0.7,GO:0005515,0.8182,3,protein binding
B9J08_003641,0.7,GO:0050660,0.8622,7,flavin adenine dinucleotide binding
B9J08_003646,0.7,GO:0006520,0.9593,18,cellular amino acid metabolic process
B9J08_003650,0.7,GO:0006457,0.9887,2,protein folding
B9J08_003650,0.7,GO:0003755,0.9859,4,peptidyl-prolyl cis-trans isomerase activity
B9J08_003650,0.7,GO:0016018,0.9728,7,cyclosporin A binding
B9J08_003657,0.7,GO:0055085,0.8565,17,transmembrane transport
B9J08_003657,0.7,GO:0030001,0.856,18,metal ion transport
B9J08_003660,0.7,GO:0003676,0.942,5,nucleic acid binding
B9J08_003660,0.7,GO:0003723,0.9101,9,RNA binding
B9J08_003660,0.7,GO:0005737,0.7144,12,cytoplasm
B9J08_003662,0.7,GO:0046872,0.8303,5,metal ion binding
B9J08_003663,0.7,GO:0000166,0.9807,8,nucleotide binding
B9J08_003663,0.7,GO:0005524,0.9782,10,ATP binding
B9J08_003664,0.7,GO:0005634,0.8113,9,nucleus
B9J08_003665,0.7,GO:0016301,0.9741,15,kinase activity
B9J08_003667,0.7,GO:0005525,0.9922,13,GTP binding
B9J08_003677,0.7,GO:0006412,0.9735,20,translation
B9J08_003678,0.7,GO:0016020,0.7694,12,membrane
B9J08_003680,0.7,GO:0016787,0.8193,2,hydrolase activity
B9J08_003681,0.7,GO:0004128,0.9743,8,"cytochrome-b5 reductase activity, acting on NAD(P)H"
B9J08_003681,0.7,GO:0005741,0.9607,12,mitochondrial outer membrane
B9J08_003682,0.7,GO:0005524,0.9251,9,ATP binding
B9J08_003684,0.7,GO:0009331,0.9979,7,glycerol-3-phosphate dehydrogenase complex
B9J08_003684,0.7,GO:0006072,0.9976,8,glycerol-3-phosphate metabolic process
B9J08_003684,0.7,GO:0046168,0.9969,9,glycerol-3-phosphate catabolic process
B9J08_003688,0.7,GO:0005524,0.9914,15,ATP binding
B9J08_003689,0.7,GO:0046872,0.9821,4,metal ion binding
B9J08_003690,0.7,GO:0016020,0.9101,18,membrane
B9J08_003699,0.7,GO:0005743,0.8593,14,mitochondrial inner membrane
B9J08_003707,0.7,GO:0006508,0.7388,18,proteolysis
B9J08_003708,0.7,GO:0000166,0.9876,19,nucleotide binding
B9J08_003709,0.7,GO:0004499,0.7743,10,"N,N-dimethylaniline monooxygenase activity"
B9J08_003711,0.7,GO:0003677,0.8904,10,DNA binding
B9J08_003712,0.7,GO:0005634,0.827,10,nucleus
B9J08_003712,0.7,GO:0003700,0.7701,17,DNA-binding transcription factor activity
B9J08_003713,0.7,GO:0046872,0.9327,19,metal ion binding
B9J08_003719,0.7,GO:0005743,0.8715,16,mitochondrial inner membrane
B9J08_003720,0.7,GO:0005524,0.9626,8,ATP binding
B9J08_003722,0.7,GO:0003824,0.9507,4,catalytic activity
B9J08_003722,0.7,GO:0046912,0.9137,8,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"
B9J08_003724,0.7,GO:0005524,0.9412,10,ATP binding
B9J08_003726,0.7,GO:0005524,0.9923,14,ATP binding
B9J08_003727,0.7,GO:0005524,0.9789,7,ATP binding
B9J08_003728,0.7,GO:0005524,0.9551,14,ATP binding
B9J08_003730,0.7,GO:0016747,0.869,4,"transferase activity, transferring acyl groups other than amino-acyl groups"
B9J08_003730,0.7,GO:0016746,0.8544,5,"transferase activity, transferring acyl groups"
B9J08_003730,0.7,GO:0003988,0.8541,6,acetyl-CoA C-acyltransferase activity
B9J08_003732,0.7,GO:0005524,0.995,9,ATP binding
B9J08_003734,0.7,GO:0015171,0.8224,15,amino acid transmembrane transporter activity
B9J08_003735,0.7,GO:0005524,0.9709,15,ATP binding
B9J08_003736,0.7,GO:0005524,0.9771,14,ATP binding
B9J08_003737,0.7,GO:0016491,0.9832,16,oxidoreductase activity
B9J08_003738,0.7,GO:0004418,0.9872,15,hydroxymethylbilane synthase activity
B9J08_003743,0.7,GO:0016020,0.9829,2,membrane
B9J08_003748,0.7,GO:0005524,0.9845,19,ATP binding
B9J08_003754,0.7,GO:0006810,0.9922,13,transport
B9J08_003754,0.7,GO:0022857,0.9806,17,transmembrane transporter activity
B9J08_003755,0.7,GO:0003735,0.981,17,structural constituent of ribosome
B9J08_003756,0.7,GO:0006414,0.9326,19,translational elongation
B9J08_003756,0.7,GO:0003735,0.9314,20,structural constituent of ribosome
B9J08_003758,0.7,GO:0016020,0.7174,9,membrane
B9J08_003759,0.7,GO:0032541,0.7082,9,cortical endoplasmic reticulum
B9J08_003763,0.7,GO:0016491,0.9303,1,oxidoreductase activity
B9J08_003763,0.7,GO:0016616,0.7313,4,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
B9J08_003764,0.7,GO:0005524,0.9722,17,ATP binding
B9J08_003765,0.7,GO:0005524,0.888,16,ATP binding
B9J08_003767,0.7,GO:0008270,0.7902,11,zinc ion binding
B9J08_003767,0.7,GO:0016787,0.7236,13,hydrolase activity
B9J08_003768,0.7,GO:0009987,0.9279,12,cellular process
B9J08_003771,0.7,GO:0005524,0.9286,13,ATP binding
B9J08_003772,0.7,GO:0005634,0.8153,13,nucleus
B9J08_003773,0.7,GO:0006904,0.8047,8,vesicle docking involved in exocytosis
B9J08_003775,0.7,GO:0005525,0.9748,9,GTP binding
B9J08_003775,0.7,GO:0000166,0.9655,13,nucleotide binding
B9J08_003778,0.7,GO:0000166,0.9394,11,nucleotide binding
B9J08_003778,0.7,GO:0005524,0.9261,19,ATP binding
B9J08_003784,0.7,GO:0000166,0.9857,5,nucleotide binding
B9J08_003784,0.7,GO:0005524,0.9824,8,ATP binding
B9J08_003787,0.7,GO:0004298,0.9665,3,threonine-type endopeptidase activity
B9J08_003791,0.7,GO:0035999,0.9995,8,tetrahydrofolate interconversion
B9J08_003791,0.7,GO:0006730,0.9992,11,one-carbon metabolic process
B9J08_003791,0.7,GO:0004372,0.9991,13,glycine hydroxymethyltransferase activity
B9J08_003791,0.7,GO:0019264,0.9989,16,glycine biosynthetic process from serine
B9J08_003792,0.7,GO:0005524,0.9782,9,ATP binding
B9J08_003793,0.7,GO:0004180,0.877,17,carboxypeptidase activity
B9J08_003795,0.7,GO:0005524,0.9918,18,ATP binding
B9J08_003799,0.7,GO:0003824,0.9776,2,catalytic activity
B9J08_003799,0.7,GO:0071555,0.954,9,cell wall organization
B9J08_003799,0.7,GO:0005975,0.9412,11,carbohydrate metabolic process
B9J08_003799,0.7,GO:0005618,0.7736,19,cell wall
B9J08_003800,0.7,GO:0101005,0.9056,16,ubiquitinyl hydrolase activity
B9J08_003801,0.7,GO:0009058,0.9913,11,biosynthetic process
B9J08_003804,0.7,GO:0005758,0.9914,4,mitochondrial intermembrane space
B9J08_003804,0.7,GO:0046872,0.9817,13,metal ion binding
B9J08_003808,0.7,GO:0005524,0.9904,6,ATP binding
B9J08_003808,0.7,GO:0000166,0.989,9,nucleotide binding
B9J08_003811,0.7,GO:0005524,0.7764,13,ATP binding
B9J08_003816,0.7,GO:0005737,0.9588,6,cytoplasm
B9J08_003816,0.7,GO:0005634,0.912,8,nucleus
B9J08_003816,0.7,GO:0019888,0.8329,20,protein phosphatase regulator activity
B9J08_003817,0.7,GO:0000166,0.9477,6,nucleotide binding
B9J08_003817,0.7,GO:0005524,0.9136,17,ATP binding
B9J08_003819,0.7,GO:0016491,0.9994,1,oxidoreductase activity
B9J08_003819,0.7,GO:0050660,0.9915,10,flavin adenine dinucleotide binding
B9J08_003819,0.7,GO:0016668,0.9505,20,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
B9J08_003822,0.7,GO:0005524,0.9937,9,ATP binding
B9J08_003824,0.7,GO:0005875,0.8461,20,microtubule associated complex
B9J08_003829,0.7,GO:0004672,0.9816,10,protein kinase activity
B9J08_003829,0.7,GO:0005524,0.9797,13,ATP binding
B9J08_003830,0.7,GO:0022857,0.7886,10,transmembrane transporter activity
B9J08_003832,0.7,GO:0000166,0.982,4,nucleotide binding
B9J08_003832,0.7,GO:0005524,0.9813,5,ATP binding
B9J08_003834,0.7,GO:0005525,0.9946,15,GTP binding
B9J08_003836,0.7,GO:0005524,0.9167,15,ATP binding
B9J08_003837,0.7,GO:0019262,0.7144,11,N-acetylneuraminate catabolic process
B9J08_003846,0.7,GO:0008168,0.8678,5,methyltransferase activity
B9J08_003852,0.7,GO:0003824,0.9594,3,catalytic activity
B9J08_003856,0.7,GO:0016538,0.9972,19,cyclin-dependent protein serine/threonine kinase regulator activity
B9J08_003859,0.7,GO:0005874,0.9941,7,microtubule
B9J08_003859,0.7,GO:0005875,0.9907,9,microtubule associated complex
B9J08_003859,0.7,GO:0007017,0.9888,12,microtubule-based process
B9J08_003860,0.7,GO:0044209,0.9996,1,AMP salvage
B9J08_003860,0.7,GO:0003999,0.9995,2,adenine phosphoribosyltransferase activity
B9J08_003860,0.7,GO:0016763,0.9983,6,"transferase activity, transferring pentosyl groups"
B9J08_003860,0.7,GO:0006168,0.9981,8,adenine salvage
B9J08_003862,0.7,GO:0003676,0.9341,15,nucleic acid binding
B9J08_003864,0.7,GO:0016787,0.7001,14,hydrolase activity
B9J08_003865,0.7,GO:0052689,0.8692,5,carboxylic ester hydrolase activity
B9J08_003866,0.7,GO:0005524,0.9837,5,ATP binding
B9J08_003869,0.7,GO:0046872,0.92,3,metal ion binding
B9J08_003871,0.7,GO:0006855,0.8912,6,drug transmembrane transport
B9J08_003871,0.7,GO:0042910,0.8648,8,xenobiotic transmembrane transporter activity
B9J08_003873,0.7,GO:0008081,0.7812,7,phosphoric diester hydrolase activity
B9J08_003873,0.7,GO:0005509,0.7574,8,calcium ion binding
B9J08_003873,0.7,GO:0016042,0.7358,10,lipid catabolic process
B9J08_003878,0.7,GO:0005737,0.7678,8,cytoplasm
B9J08_003881,0.7,GO:0006526,0.8051,14,arginine biosynthetic process
B9J08_003882,0.7,GO:0009058,0.9423,13,biosynthetic process
B9J08_003892,0.7,GO:0000166,0.9777,6,nucleotide binding
B9J08_003895,0.7,GO:0003824,0.9144,2,catalytic activity
B9J08_003896,0.7,GO:0005524,0.8867,8,ATP binding
B9J08_003896,0.7,GO:0000166,0.8745,14,nucleotide binding
B9J08_003916,0.7,GO:0009231,0.9641,3,riboflavin biosynthetic process
B9J08_003916,0.7,GO:0008686,0.8603,18,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
B9J08_003918,0.7,GO:0005524,0.9735,11,ATP binding
B9J08_003918,0.7,GO:0000166,0.9681,16,nucleotide binding
B9J08_003920,0.7,GO:0006468,0.9844,16,protein phosphorylation
B9J08_003921,0.7,GO:0022857,0.7783,8,transmembrane transporter activity
B9J08_003928,0.7,GO:0016020,0.8152,7,membrane
B9J08_003942,0.7,GO:0102338,0.9955,1,3-oxo-lignoceronyl-CoA synthase activity
B9J08_003942,0.7,GO:0102756,0.9901,3,very-long-chain 3-ketoacyl-CoA synthase activity
B9J08_003942,0.7,GO:0102337,0.9881,4,3-oxo-cerotoyl-CoA synthase activity
B9J08_003942,0.7,GO:0019367,0.9793,7,"fatty acid elongation, saturated fatty acid"
B9J08_003942,0.7,GO:0034626,0.9708,18,"fatty acid elongation, polyunsaturated fatty acid"
B9J08_003942,0.7,GO:0102336,0.9688,19,3-oxo-arachidoyl-CoA synthase activity
B9J08_003942,0.7,GO:0034625,0.9668,20,"fatty acid elongation, monounsaturated fatty acid"
B9J08_003943,0.7,GO:0005524,0.9508,16,ATP binding
B9J08_003943,0.7,GO:0016301,0.9425,20,kinase activity
B9J08_003944,0.7,GO:0016282,0.9998,1,eukaryotic 43S preinitiation complex
B9J08_003944,0.7,GO:0033290,0.9997,2,eukaryotic 48S preinitiation complex
B9J08_003944,0.7,GO:0001732,0.9994,3,formation of cytoplasmic translation initiation complex
B9J08_003944,0.7,GO:0003743,0.9994,4,translation initiation factor activity
B9J08_003944,0.7,GO:0005852,0.9956,10,eukaryotic translation initiation factor 3 complex
B9J08_003949,0.7,GO:0046872,0.9272,3,metal ion binding
B9J08_003950,0.7,GO:0005634,0.7962,19,nucleus
B9J08_003955,0.7,GO:0003676,0.9758,5,nucleic acid binding
B9J08_003956,0.7,GO:0003676,0.781,7,nucleic acid binding
B9J08_003956,0.7,GO:0003723,0.7018,19,RNA binding
B9J08_003965,0.7,GO:0003824,0.8852,3,catalytic activity
B9J08_003965,0.7,GO:0016740,0.763,17,transferase activity
B9J08_003969,0.7,GO:0051301,0.8346,14,cell division
B9J08_003969,0.7,GO:0005737,0.7843,15,cytoplasm
B9J08_003969,0.7,GO:0072686,0.7059,20,mitotic spindle
B9J08_003972,0.7,GO:0005525,0.9825,10,GTP binding
B9J08_003972,0.7,GO:0019001,0.9766,16,guanyl nucleotide binding
B9J08_003973,0.7,GO:0004222,0.9118,16,metalloendopeptidase activity
B9J08_003977,0.7,GO:0006099,0.8894,17,tricarboxylic acid cycle
B9J08_003977,0.7,GO:0016020,0.8822,20,membrane
B9J08_003979,0.7,GO:0030170,0.9986,10,pyridoxal phosphate binding
B9J08_003979,0.7,GO:0003824,0.9746,20,catalytic activity
B9J08_003981,0.7,GO:0022857,0.7856,10,transmembrane transporter activity
B9J08_003982,0.7,GO:0005739,0.7099,11,mitochondrion
B9J08_003983,0.7,GO:0046872,0.8205,7,metal ion binding
B9J08_003983,0.7,GO:0005634,0.7674,10,nucleus
B9J08_003983,0.7,GO:0016791,0.748,11,phosphatase activity
B9J08_003986,0.7,GO:0005525,0.9945,13,GTP binding
B9J08_003987,0.7,GO:0003677,0.71,4,DNA binding
B9J08_003988,0.7,GO:0005874,0.9962,13,microtubule
B9J08_003989,0.7,GO:0004842,0.8157,11,ubiquitin-protein transferase activity
B9J08_003991,0.7,GO:0005524,0.9827,12,ATP binding
B9J08_003996,0.7,GO:0003677,0.9986,4,DNA binding
B9J08_003998,0.7,GO:0016208,0.9949,12,AMP binding
B9J08_004001,0.7,GO:0003676,0.9253,8,nucleic acid binding
B9J08_004001,0.7,GO:0003723,0.8297,14,RNA binding
B9J08_004003,0.7,GO:0045454,0.799,8,cell redox homeostasis
B9J08_004006,0.7,GO:0006412,0.7842,8,translation
B9J08_004011,0.7,GO:0006629,0.8119,9,lipid metabolic process
B9J08_004011,0.7,GO:0016042,0.7468,15,lipid catabolic process
B9J08_004012,0.7,GO:0030001,0.7264,12,metal ion transport
B9J08_004012,0.7,GO:0016020,0.7222,13,membrane
B9J08_004012,0.7,GO:0006829,0.7126,14,zinc ion transport
B9J08_004015,0.7,GO:0003824,0.9271,4,catalytic activity
B9J08_004015,0.7,GO:0004553,0.9208,6,"hydrolase activity, hydrolyzing O-glycosyl compounds"
B9J08_004015,0.7,GO:0005975,0.9081,8,carbohydrate metabolic process
B9J08_004015,0.7,GO:0030246,0.7156,11,carbohydrate binding
B9J08_004016,0.7,GO:0008152,0.9124,6,metabolic process
B9J08_004025,0.7,GO:0003677,0.8179,11,DNA binding
B9J08_004028,0.7,GO:0004672,0.966,15,protein kinase activity
B9J08_004028,0.7,GO:0035376,0.9579,19,sterol import
B9J08_004029,0.7,GO:0004672,0.9698,18,protein kinase activity
B9J08_004030,0.7,GO:0005524,0.9934,16,ATP binding
B9J08_004035,0.7,GO:0005730,0.7086,19,nucleolus
B9J08_004040,0.7,GO:0022857,0.788,6,transmembrane transporter activity
B9J08_004041,0.7,GO:0003676,0.8493,3,nucleic acid binding
B9J08_004050,0.7,GO:0016192,0.7625,18,vesicle-mediated transport
B9J08_004055,0.7,GO:0003676,0.718,17,nucleic acid binding
B9J08_004061,0.7,GO:0003677,0.9844,7,DNA binding
B9J08_004061,0.7,GO:0008270,0.9542,13,zinc ion binding
B9J08_004066,0.7,GO:0015031,0.8419,15,protein transport
B9J08_004068,0.7,GO:0016020,0.9841,15,membrane
B9J08_004068,0.7,GO:0005524,0.9808,17,ATP binding
B9J08_004073,0.7,GO:0003899,0.8887,17,DNA-directed 5'-3' RNA polymerase activity
B9J08_004080,0.7,GO:0005730,0.8436,15,nucleolus
B9J08_004082,0.7,GO:0016020,0.7063,8,membrane
B9J08_004086,0.7,GO:0051301,0.9961,5,cell division
B9J08_004088,0.7,GO:0046872,0.9971,11,metal ion binding
B9J08_004094,0.7,GO:0000166,0.9812,15,nucleotide binding
B9J08_004094,0.7,GO:0005524,0.9798,18,ATP binding
B9J08_004095,0.7,GO:0003824,0.9817,10,catalytic activity
B9J08_004097,0.7,GO:0022857,0.8745,11,transmembrane transporter activity
B9J08_004099,0.7,GO:0016020,0.899,9,membrane
B9J08_004099,0.7,GO:0022857,0.8765,10,transmembrane transporter activity
B9J08_004111,0.7,GO:0005576,0.7478,11,extracellular region
B9J08_004112,0.7,GO:0007155,0.7662,10,cell adhesion
B9J08_004113,0.7,GO:0022857,0.851,9,transmembrane transporter activity
B9J08_004114,0.7,GO:0016491,0.9414,2,oxidoreductase activity
B9J08_004115,0.7,GO:0003755,0.943,3,peptidyl-prolyl cis-trans isomerase activity
B9J08_004115,0.7,GO:0006457,0.9327,5,protein folding
B9J08_004115,0.7,GO:0051082,0.8413,15,unfolded protein binding
B9J08_004115,0.7,GO:0005737,0.7057,18,cytoplasm
B9J08_004116,0.7,GO:0005524,0.9547,15,ATP binding
B9J08_004118,0.7,GO:0042910,0.7451,6,xenobiotic transmembrane transporter activity
B9J08_004121,0.7,GO:0046872,0.9527,2,metal ion binding
B9J08_004122,0.7,GO:0016020,0.939,9,membrane
B9J08_004122,0.7,GO:0016765,0.8662,16,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
B9J08_004124,0.7,GO:0005524,0.9932,12,ATP binding
B9J08_004129,0.7,GO:0000166,0.9801,7,nucleotide binding
B9J08_004129,0.7,GO:0005524,0.9268,17,ATP binding
B9J08_004132,0.7,GO:0006886,0.8397,16,intracellular protein transport
B9J08_004132,0.7,GO:0031267,0.8372,17,small GTPase binding
B9J08_004140,0.7,GO:0022857,0.7089,12,transmembrane transporter activity
B9J08_004141,0.7,GO:0016020,0.8399,10,membrane
B9J08_004142,0.7,GO:0005524,0.9683,14,ATP binding
B9J08_004142,0.7,GO:0004672,0.9556,19,protein kinase activity
B9J08_004144,0.7,GO:0006465,0.9202,10,signal peptide processing
B9J08_004147,0.7,GO:0005525,0.9948,14,GTP binding
B9J08_004149,0.7,GO:0006629,0.8465,20,lipid metabolic process
B9J08_004155,0.7,GO:0005737,0.798,6,cytoplasm
B9J08_004155,0.7,GO:0002161,0.7435,14,aminoacyl-tRNA editing activity
B9J08_004157,0.7,GO:0016020,0.8744,9,membrane
B9J08_004161,0.7,GO:0020037,0.9955,3,heme binding
B9J08_004161,0.7,GO:0005506,0.9204,14,iron ion binding
B9J08_004161,0.7,GO:0004497,0.9037,15,monooxygenase activity
B9J08_004165,0.7,GO:0008152,0.7431,10,metabolic process
B9J08_004166,0.7,GO:0005524,0.9969,9,ATP binding
B9J08_004167,0.7,GO:0005634,0.9352,10,nucleus
B9J08_004171,0.7,GO:0003700,0.7945,7,DNA-binding transcription factor activity
B9J08_004173,0.7,GO:0005576,0.7048,8,extracellular region
B9J08_004175,0.7,GO:0005576,0.8087,5,extracellular region
B9J08_004176,0.7,GO:0005576,0.7824,3,extracellular region
B9J08_004185,0.7,GO:0005763,0.7597,10,mitochondrial small ribosomal subunit
B9J08_004188,0.7,GO:0022857,0.9407,11,transmembrane transporter activity
B9J08_004188,0.7,GO:0015833,0.7961,16,peptide transport
B9J08_004188,0.7,GO:0006857,0.7903,17,oligopeptide transport
B9J08_004189,0.7,GO:0051537,0.869,19,"2 iron, 2 sulfur cluster binding"
B9J08_004190,0.7,GO:0003779,0.795,12,actin binding
B9J08_004196,0.7,GO:0006886,0.8298,20,intracellular protein transport
B9J08_004204,0.7,GO:0022857,0.768,6,transmembrane transporter activity
B9J08_004210,0.7,GO:0046872,0.9317,6,metal ion binding
B9J08_004212,0.7,GO:0046872,0.9055,6,metal ion binding
B9J08_004212,0.7,GO:0005634,0.7437,11,nucleus
B9J08_004214,0.7,GO:0003677,0.7974,10,DNA binding
B9J08_004217,0.7,GO:0005524,0.7077,11,ATP binding
B9J08_004220,0.7,GO:0015031,0.8373,17,protein transport
B9J08_004225,0.7,GO:0005525,0.9968,11,GTP binding
B9J08_004225,0.7,GO:0044208,0.9963,13,'de novo' AMP biosynthetic process
B9J08_004227,0.7,GO:0005634,0.7115,10,nucleus
B9J08_004228,0.7,GO:0016791,0.9399,6,phosphatase activity
B9J08_004229,0.7,GO:0005743,0.7914,15,mitochondrial inner membrane
B9J08_004230,0.7,GO:0005525,0.9844,12,GTP binding
B9J08_004231,0.7,GO:0005525,0.9887,5,GTP binding
B9J08_004249,0.7,GO:0003676,0.8803,9,nucleic acid binding
B9J08_004259,0.7,GO:0003824,0.7675,8,catalytic activity
B9J08_004264,0.7,GO:0022857,0.9601,8,transmembrane transporter activity
B9J08_004264,0.7,GO:0016020,0.8446,15,membrane
B9J08_004265,0.7,GO:0046872,0.808,9,metal ion binding
B9J08_004265,0.7,GO:0003677,0.7387,12,DNA binding
B9J08_004271,0.7,GO:0003700,0.8753,12,DNA-binding transcription factor activity
B9J08_004273,0.7,GO:0004129,0.8059,16,cytochrome-c oxidase activity
B9J08_004285,0.7,GO:0000166,0.9824,7,nucleotide binding
B9J08_004285,0.7,GO:0005524,0.976,10,ATP binding
B9J08_004286,0.7,GO:0016020,0.9896,6,membrane
B9J08_004286,0.7,GO:0030479,0.9742,15,actin cortical patch
B9J08_004286,0.7,GO:0006897,0.9573,20,endocytosis
B9J08_004292,0.7,GO:0016813,0.8899,16,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines"
B9J08_004294,0.7,GO:0045047,0.9968,6,protein targeting to ER
B9J08_004294,0.7,GO:0000166,0.9952,9,nucleotide binding
B9J08_004294,0.7,GO:0006605,0.9912,20,protein targeting
B9J08_004295,0.7,GO:0006646,0.7623,12,phosphatidylethanolamine biosynthetic process
B9J08_004298,0.7,GO:0030956,0.9979,12,glutamyl-tRNA(Gln) amidotransferase complex
B9J08_004298,0.7,GO:0003824,0.997,13,catalytic activity
B9J08_004299,0.7,GO:0035998,0.9996,7,"7,8-dihydroneopterin 3'-triphosphate biosynthetic process"
B9J08_004303,0.7,GO:0003677,0.9418,11,DNA binding
B9J08_004309,0.7,GO:0005524,0.9661,12,ATP binding
B9J08_004315,0.7,GO:0016020,0.7447,7,membrane
B9J08_004319,0.7,GO:0005525,0.9863,10,GTP binding
B9J08_004320,0.7,GO:0000321,0.9228,14,re-entry into mitotic cell cycle after pheromone arrest
B9J08_004321,0.7,GO:0005524,0.9933,7,ATP binding
B9J08_004321,0.7,GO:0000166,0.9927,8,nucleotide binding
B9J08_004322,0.7,GO:0005524,0.997,5,ATP binding
B9J08_004326,0.7,GO:0044255,0.7055,18,cellular lipid metabolic process
B9J08_004331,0.7,GO:0008270,0.988,6,zinc ion binding
B9J08_004331,0.7,GO:0016491,0.9296,10,oxidoreductase activity
B9J08_004331,0.7,GO:0005737,0.8556,13,cytoplasm
B9J08_004334,0.7,GO:0005634,0.8296,11,nucleus
B9J08_004334,0.7,GO:0003677,0.7748,13,DNA binding
B9J08_004336,0.7,GO:0005524,0.9823,12,ATP binding
B9J08_004338,0.7,GO:0005524,0.9789,8,ATP binding
B9J08_004338,0.7,GO:0051082,0.9728,14,unfolded protein binding
B9J08_004338,0.7,GO:0006457,0.9678,18,protein folding
B9J08_004340,0.7,GO:0005524,0.9899,10,ATP binding
B9J08_004341,0.7,GO:0016491,0.8156,6,oxidoreductase activity
B9J08_004344,0.7,GO:0000166,0.9533,7,nucleotide binding
B9J08_004344,0.7,GO:0005524,0.9526,8,ATP binding
B9J08_004345,0.7,GO:0016491,0.9116,3,oxidoreductase activity
B9J08_004345,0.7,GO:0050660,0.7649,11,flavin adenine dinucleotide binding
B9J08_004352,0.7,GO:0019510,0.9986,3,S-adenosylhomocysteine catabolic process
B9J08_004352,0.7,GO:0006730,0.9986,4,one-carbon metabolic process
B9J08_004353,0.7,GO:0003677,0.9823,6,DNA binding
B9J08_004353,0.7,GO:0005634,0.8641,20,nucleus
B9J08_004355,0.7,GO:0008270,0.9444,15,zinc ion binding
B9J08_004355,0.7,GO:0003700,0.9195,16,DNA-binding transcription factor activity
B9J08_004357,0.7,GO:0016787,0.9728,3,hydrolase activity
B9J08_004357,0.7,GO:0008233,0.9488,4,peptidase activity
B9J08_004361,0.7,GO:0045454,0.9895,1,cell redox homeostasis
B9J08_004361,0.7,GO:0003756,0.8568,14,protein disulfide isomerase activity
B9J08_004361,0.7,GO:0016853,0.8256,18,isomerase activity
B9J08_004361,0.7,GO:0005788,0.7665,19,endoplasmic reticulum lumen
B9J08_004365,0.7,GO:0005743,0.9483,19,mitochondrial inner membrane
B9J08_004369,0.7,GO:0005524,0.9928,16,ATP binding
B9J08_004374,0.7,GO:0015031,0.996,7,protein transport
B9J08_004375,0.7,GO:0006096,0.9941,12,glycolytic process
B9J08_004382,0.7,GO:0005886,0.9341,4,plasma membrane
B9J08_004385,0.7,GO:0005525,0.9035,7,GTP binding
B9J08_004388,0.7,GO:0003723,0.7399,14,RNA binding
B9J08_004393,0.7,GO:0006241,0.995,7,CTP biosynthetic process
B9J08_004393,0.7,GO:0003883,0.9913,17,CTP synthase activity
B9J08_004399,0.7,GO:0016192,0.8272,9,vesicle-mediated transport
B9J08_004401,0.7,GO:0000166,0.9829,3,nucleotide binding
B9J08_004401,0.7,GO:0005524,0.9765,13,ATP binding
B9J08_004402,0.7,GO:0000993,0.985,8,RNA polymerase II complex binding
B9J08_004402,0.7,GO:0006355,0.98,14,"regulation of transcription, DNA-templated"
B9J08_004406,0.7,GO:0003824,0.9805,8,catalytic activity
B9J08_004406,0.7,GO:0005524,0.9781,10,ATP binding
B9J08_004407,0.7,GO:0006869,0.9968,13,lipid transport
B9J08_004408,0.7,GO:0003824,0.9091,9,catalytic activity
B9J08_004408,0.7,GO:0008654,0.8606,15,phospholipid biosynthetic process
B9J08_004410,0.7,GO:0005975,0.9738,4,carbohydrate metabolic process
B9J08_004410,0.7,GO:0005618,0.8566,10,cell wall
B9J08_004410,0.7,GO:0004553,0.7519,16,"hydrolase activity, hydrolyzing O-glycosyl compounds"
B9J08_004411,0.7,GO:0006897,0.9288,20,endocytosis
B9J08_004412,0.7,GO:0001671,0.8882,18,ATPase activator activity
B9J08_004417,0.7,GO:0008152,0.82,5,metabolic process
B9J08_004420,0.7,GO:0005524,0.9176,9,ATP binding
B9J08_004421,0.7,GO:0005634,0.9234,17,nucleus
B9J08_004423,0.7,GO:0003743,0.8019,18,translation initiation factor activity
B9J08_004427,0.7,GO:0005743,0.9679,13,mitochondrial inner membrane
B9J08_004429,0.7,GO:0022857,0.8699,5,transmembrane transporter activity
B9J08_004430,0.7,GO:0000166,0.9904,5,nucleotide binding
B9J08_004430,0.7,GO:0005524,0.9875,7,ATP binding
B9J08_004432,0.7,GO:0003676,0.7178,2,nucleic acid binding
B9J08_004432,0.7,GO:0003723,0.7,4,RNA binding
B9J08_004436,0.7,GO:0022857,0.9405,6,transmembrane transporter activity
B9J08_004443,0.7,GO:0005634,0.8939,5,nucleus
B9J08_004443,0.7,GO:0003676,0.8933,6,nucleic acid binding
B9J08_004446,0.7,GO:0000166,0.9798,3,nucleotide binding
B9J08_004446,0.7,GO:0005524,0.9402,20,ATP binding
B9J08_004447,0.7,GO:0016757,0.9185,20,"transferase activity, transferring glycosyl groups"
B9J08_004452,0.7,GO:0000166,0.9968,6,nucleotide binding
